yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,10851,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2002,2002,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,World,World,425499,26.1551249,50.5344606,,
2002,2002,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,Jordan, Jordan,22606,26.1551249,50.5344606,,
2002,2002,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,Qatar, Qatar,69928,26.1551249,50.5344606,,
2002,2002,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,Saudi Arabia, Saudi Arabia,15412,26.1551249,50.5344606,,
2002,2002,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,5987,26.1551249,50.5344606,,
2002,2002,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,Yemen, Yemen,277316,26.1551249,50.5344606,,
