yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2004,2004,Export,Georgia,73,Articles of iron or steel,Central Asia,Asia,2245800
2004,2004,Export,Georgia,73,Articles of iron or steel,Eastern Europe,Europe,25294
2004,2004,Export,Georgia,73,Articles of iron or steel,Northern America,Americas,818
2004,2004,Export,Georgia,73,Articles of iron or steel,Northern Europe,Europe,35003
2004,2004,Export,Georgia,73,Articles of iron or steel,Southern Asia,Asia,329005
2004,2004,Export,Georgia,73,Articles of iron or steel,Southern Europe,Europe,704686
2004,2004,Export,Georgia,73,Articles of iron or steel,Sub-Saharan Africa,Africa,1166
2004,2004,Export,Georgia,73,Articles of iron or steel,Western Asia,Asia,272359
2004,2004,Export,Georgia,73,Articles of iron or steel,Western Europe,Europe,648861
2004,2004,Export,Georgia,73,Articles of iron or steel,World,World,6311706
