yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Import,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,75349,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2014,2014,Import,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,5786818,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2014,2014,Import,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,103586,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2014,2014,Import,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,293396,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2014,2014,Import,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,474620,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2014,2014,Import,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,8407289,21.0000287,57.0036901,,
2014,2014,Import,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Pakistan, Pakistan,9263,21.0000287,57.0036901,,
2014,2014,Import,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, United Arab Emirates, United Arab Emirates,408782,21.0000287,57.0036901,,
