yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,540464,16.3471243,47.8915271,37.977378106878206,73.97804075806764
2013,2013,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,25745,16.3471243,47.8915271,43.897683433510366,-100.08947125585888
2013,2013,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,3581643,16.3471243,47.8915271,,
2013,2013,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Pakistan, Pakistan,73095,16.3471243,47.8915271,,
2013,2013,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Saudi Arabia, Saudi Arabia,27612,16.3471243,47.8915271,,
