yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,197464,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,1461524,31.1728205,-7.3362482,,
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,2192766,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,2451576,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,56530,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,12282743,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,348213,31.1728205,-7.3362482,,
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,2882470,31.1728205,-7.3362482,26.42921218083572,52.86847103284948
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,146,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,World,World,99058018,31.1728205,-7.3362482,,
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Algeria, Algeria,4547409,31.1728205,-7.3362482,,
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Bahrain, Bahrain,518738,31.1728205,-7.3362482,,
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Iraq, Iraq,2821970,31.1728205,-7.3362482,,
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,9883727,31.1728205,-7.3362482,,
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,3078708,31.1728205,-7.3362482,,
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Lebanon, Lebanon,15044569,31.1728205,-7.3362482,,
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Libya, Libya,1511277,31.1728205,-7.3362482,,
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Mauritania, Mauritania,285482,31.1728205,-7.3362482,,
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Oman, Oman,7657907,31.1728205,-7.3362482,,
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Qatar, Qatar,2658480,31.1728205,-7.3362482,,
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,12621406,31.1728205,-7.3362482,,
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,5337172,31.1728205,-7.3362482,,
2006,2006,Export,Morocco,4,Dairy produce; birds eggs; natural honey;, Yemen, Yemen,9359768,31.1728205,-7.3362482,,
