yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2016,2016,Re-Export,Georgia,22,"Beverages, spirits and vinegar",Australia and New Zealand,Oceania,277207
2016,2016,Re-Export,Georgia,22,"Beverages, spirits and vinegar",Central Asia,Asia,2464852
2016,2016,Re-Export,Georgia,22,"Beverages, spirits and vinegar",Eastern Asia,Asia,3177425
2016,2016,Re-Export,Georgia,22,"Beverages, spirits and vinegar",Eastern Europe,Europe,479454
2016,2016,Re-Export,Georgia,22,"Beverages, spirits and vinegar",Latin America and the Caribbean,Americas,223191
2016,2016,Re-Export,Georgia,22,"Beverages, spirits and vinegar",Northern Europe,Europe,3523767
2016,2016,Re-Export,Georgia,22,"Beverages, spirits and vinegar",South-eastern Asia,Asia,4630744
2016,2016,Re-Export,Georgia,22,"Beverages, spirits and vinegar",Southern Asia,Asia,131679
2016,2016,Re-Export,Georgia,22,"Beverages, spirits and vinegar",Southern Europe,Europe,163152
2016,2016,Re-Export,Georgia,22,"Beverages, spirits and vinegar",Western Asia,Asia,160576
2016,2016,Re-Export,Georgia,22,"Beverages, spirits and vinegar",Western Europe,Europe,17471101
2016,2016,Re-Export,Georgia,22,"Beverages, spirits and vinegar",World,World,55974984
