yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,21052,31.1667049,36.941628,37.977378106878206,73.97804075806764
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,241408,31.1667049,36.941628,,
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,13481,31.1667049,36.941628,59.36075159783851,25.01346951967388
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1797094,31.1667049,36.941628,26.42921218083572,52.86847103284948
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,4967781,31.1667049,36.941628,,
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Algeria, Algeria,52628,31.1667049,36.941628,,
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,51267,31.1667049,36.941628,,
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,678829,31.1667049,36.941628,,
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,45222,31.1667049,36.941628,,
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,37339,31.1667049,36.941628,,
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,2642,31.1667049,36.941628,,
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,149788,31.1667049,36.941628,,
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,1063917,31.1667049,36.941628,,
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,State of Palestine, State of Palestine,245708,31.1667049,36.941628,,
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,988,31.1667049,36.941628,,
2020,2020,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Yemen, Yemen,172257,31.1667049,36.941628,,
