yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Fmr Sudan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,5974441,,,37.977378106878206,73.97804075806764
2011,2011,Import,Fmr Sudan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Egypt,Egypt,121963,,,,
2011,2011,Import,Fmr Sudan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,29423,,,47.92172048214207,7.866753258497997
2011,2011,Import,Fmr Sudan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,18064388,,,,
2011,2011,Import,Fmr Sudan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Pakistan, Pakistan,9788285,,,,
2011,2011,Import,Fmr Sudan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Saudi Arabia, Saudi Arabia,119105,,,,
2011,2011,Import,Fmr Sudan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,United Arab Emirates, United Arab Emirates,350373,,,,
