yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2021,2021,Import,Qatar,World,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1907352230,25.3336984,51.2295295,-36.8535712,174.7456809
2021,2021,Import,Qatar,Australia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1367718,25.3336984,51.2295295,-24.7761086,134.755
2021,2021,Import,Qatar,Austria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38476828,25.3336984,51.2295295,47.59397,14.12456
2021,2021,Import,Qatar,Belgium,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5658340,25.3336984,51.2295295,50.6402809,4.6667145
2021,2021,Import,Qatar,Brazil,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1581787,25.3336984,51.2295295,-10.3333333,-53.2
2021,2021,Import,Qatar,Bulgaria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",662823,25.3336984,51.2295295,42.6073975,25.4856617
2021,2021,Import,Qatar,Belarus,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14741,25.3336984,51.2295295,53.4250605,27.6971358
2021,2021,Import,Qatar,Canada,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5423371,25.3336984,51.2295295,61.0666922,-107.991707
2021,2021,Import,Qatar,Sri Lanka,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",499721,25.3336984,51.2295295,7.5554942,80.7137847
2021,2021,Import,Qatar,China,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",404830285,25.3336984,51.2295295,35.000074,104.999927
2021,2021,Import,Qatar,Czechia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7897507,25.3336984,51.2295295,,
2021,2021,Import,Qatar,Denmark,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",287482,25.3336984,51.2295295,55.670249,10.3333283
2021,2021,Import,Qatar,Finland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",228157,25.3336984,51.2295295,63.2467777,25.9209164
2021,2021,Import,Qatar,France,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17462842,25.3336984,51.2295295,46.603354,1.8883335
2021,2021,Import,Qatar,Germany,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",268014877,25.3336984,51.2295295,51.1638175,10.4478313
2021,2021,Import,Qatar,Greece,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",135143,25.3336984,51.2295295,38.9953683,21.9877132
2021,2021,Import,Qatar,Hungary,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6902920,25.3336984,51.2295295,47.1817585,19.5060937
2021,2021,Import,Qatar,Indonesia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5560950,25.3336984,51.2295295,-2.4833826,117.8902853
2021,2021,Import,Qatar,Iran,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",432960,25.3336984,51.2295295,32.6475314,54.5643516
2021,2021,Import,Qatar,Ireland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42525,25.3336984,51.2295295,52.865196,-7.9794599
2021,2021,Import,Qatar,Italy,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",64500868,25.3336984,51.2295295,42.6384261,12.674297
2021,2021,Import,Qatar,Japan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",348192069,25.3336984,51.2295295,36.5748441,139.2394179
2021,2021,Import,Qatar,Jordan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1177291,25.3336984,51.2295295,31.1667049,36.941628
2021,2021,Import,Qatar,Rep. of Korea,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48812972,25.3336984,51.2295295,,
2021,2021,Import,Qatar,Kuwait,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1080504,25.3336984,51.2295295,29.2733964,47.4979476
2021,2021,Import,Qatar,Latvia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",125579,25.3336984,51.2295295,56.8406494,24.7537645
2021,2021,Import,Qatar,Lithuania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",118997,25.3336984,51.2295295,55.3500003,23.7499997
2021,2021,Import,Qatar,Malaysia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",409909,25.3336984,51.2295295,4.5693754,102.2656823
2021,2021,Import,Qatar,Mexico,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48201464,25.3336984,51.2295295,23.6585116,-102.0077097
2021,2021,Import,Qatar,"Other Asia, nes",87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6880535,25.3336984,51.2295295,,
2021,2021,Import,Qatar,Morocco,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1338380,25.3336984,51.2295295,31.1728205,-7.3362482
2021,2021,Import,Qatar,Oman,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2511497,25.3336984,51.2295295,21.0000287,57.0036901
2021,2021,Import,Qatar,Netherlands,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3711470,25.3336984,51.2295295,52.2434979,5.6343227
2021,2021,Import,Qatar,New Zealand,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",199701,25.3336984,51.2295295,-41.5000831,172.8344077
2021,2021,Import,Qatar,Norway,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",78358,25.3336984,51.2295295,60.5000209,9.0999715
2021,2021,Import,Qatar,Poland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4779178,25.3336984,51.2295295,52.215933,19.134422
2021,2021,Import,Qatar,Portugal,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3266976,25.3336984,51.2295295,39.6621648,-8.1353519
2021,2021,Import,Qatar,Romania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",896697,25.3336984,51.2295295,45.9852129,24.6859225
2021,2021,Import,Qatar,Russian Federation,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",92890,25.3336984,51.2295295,64.6863136,97.7453061
2021,2021,Import,Qatar,Saudi Arabia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",108668,25.3336984,51.2295295,25.6242618,42.3528328
2021,2021,Import,Qatar,Serbia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53809,25.3336984,51.2295295,44.1534121,20.55144
2021,2021,Import,Qatar,India,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",79079699,25.3336984,51.2295295,22.3511148,78.6677428
2021,2021,Import,Qatar,Slovakia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",66635481,25.3336984,51.2295295,48.7411522,19.4528646
2021,2021,Import,Qatar,Viet Nam,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",80255,25.3336984,51.2295295,15.9266657,107.9650855
2021,2021,Import,Qatar,Slovenia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",296467,25.3336984,51.2295295,45.8133113,14.4808369
2021,2021,Import,Qatar,South Africa,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1156311,25.3336984,51.2295295,-28.8166236,24.991639
2021,2021,Import,Qatar,Spain,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12746995,25.3336984,51.2295295,39.3260685,-4.8379791
2021,2021,Import,Qatar,Sweden,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4015781,25.3336984,51.2295295,59.6749712,14.5208584
2021,2021,Import,Qatar,Switzerland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",599544,25.3336984,51.2295295,46.7985624,8.2319736
2021,2021,Import,Qatar,Thailand,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43341874,25.3336984,51.2295295,14.8971921,100.83273
2021,2021,Import,Qatar,United Arab Emirates,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",197208,25.3336984,51.2295295,24.0002488,53.9994829
2021,2021,Import,Qatar,Turkey,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10570067,25.3336984,51.2295295,38.9597594,34.9249653
2021,2021,Import,Qatar,North Macedonia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",687651,25.3336984,51.2295295,,
2021,2021,Import,Qatar,United Kingdom,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",111789607,25.3336984,51.2295295,54.7023545,-3.2765753
2021,2021,Import,Qatar,USA,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",274136480,25.3336984,51.2295295,,
