yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,117600,25.62,42.35,-16.85099460447687,133.4130365630627
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,6796809,25.62,42.35,37.977378106878206,73.97804075806764
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,699734,25.62,42.35,51.67568633314729,27.673469819741847
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,556001,25.62,42.35,,
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,6299208,25.62,42.35,17.925141963241547,-78.01492950057497
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,22553095,25.62,42.35,43.897683433510366,-100.08947125585888
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,13815484,25.62,42.35,59.36075159783851,25.01346951967388
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,10152012,25.62,42.35,10.528384761701911,103.08333472012376
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,6845342,25.62,42.35,40.12399607988535,20.742583178432696
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,734135,25.62,42.35,26.42921218083572,52.86847103284948
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,29001103,25.62,42.35,47.92172048214207,7.866753258497997
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,104906531,25.62,42.35,,
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,1341868,25.62,42.35,,
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,65333,25.62,42.35,,
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,118667,25.62,42.35,,
2008,2008,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,1054135,25.62,42.35,,
