yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Re-Import,Pakistan,World,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",276040.0,,30.3308401,71.247499,-36.8535712,174.7456809
2015,2015.0,Re-Import,Pakistan,China,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",120148.0,,30.3308401,71.247499,35.000074,104.999927
2015,2015.0,Re-Import,Pakistan,"Other Asia, nes",68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2023.0,,30.3308401,71.247499,,
2015,2015.0,Re-Import,Pakistan,Turkey,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",153868.0,,30.3308401,71.247499,38.9597594,34.9249653
