yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Re-Export,Oman,World,36.0,Explosives; pyrotechnic products; matches,27776.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2011,2011.0,Re-Export,Oman,Iran,36.0,Explosives; pyrotechnic products; matches,25098.0,,21.0000287,57.0036901,32.6475314,54.5643516
2011,2011.0,Re-Export,Oman,United Arab Emirates,36.0,Explosives; pyrotechnic products; matches,2679.0,,21.0000287,57.0036901,24.0002488,53.9994829
