yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,99139,-12.2045176,44.2832964,17.925141963241547,-78.01492950057497
2012,2012,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Northern Africa,Africa,39497,-12.2045176,44.2832964,19.569604022535763,12.47761721199581
2012,2012,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,45266,-12.2045176,44.2832964,10.528384761701911,103.08333472012376
2012,2012,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,1495200,-12.2045176,44.2832964,6.06272746187266,22.727528470146083
2012,2012,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,621045,-12.2045176,44.2832964,26.42921218083572,52.86847103284948
2012,2012,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,3996930,-12.2045176,44.2832964,47.92172048214207,7.866753258497997
2012,2012,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,World,World,7236391,-12.2045176,44.2832964,,
