yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2016,2016,Export,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,74
2016,2016,Export,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,838
2016,2016,Export,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,723
2016,2016,Export,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2
2016,2016,Export,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,413
2016,2016,Export,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,2143
