yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,20079,35.8885993,14.4476911,-16.85099460447687,133.4130365630627
2006,2006,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,26782,35.8885993,14.4476911,37.977378106878206,73.97804075806764
2006,2006,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,278971,35.8885993,14.4476911,17.925141963241547,-78.01492950057497
2006,2006,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,56243,35.8885993,14.4476911,43.897683433510366,-100.08947125585888
2006,2006,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,799295,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2006,2006,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,3511,35.8885993,14.4476911,10.528384761701911,103.08333472012376
2006,2006,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1432731,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2006,2006,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,7294,35.8885993,14.4476911,26.42921218083572,52.86847103284948
2006,2006,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,841889,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2006,2006,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,3477210,35.8885993,14.4476911,,
2006,2006,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,1236,35.8885993,14.4476911,,
