yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,40000,25.6242618,42.3528328,59.36075159783851,25.01346951967388
2004,2004,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,157600,25.6242618,42.3528328,10.528384761701911,103.08333472012376
2004,2004,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,107200,25.6242618,42.3528328,40.12399607988535,20.742583178432696
2004,2004,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,World,World,1398402,25.6242618,42.3528328,,
2004,2004,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials, Bahrain, Bahrain,139200,25.6242618,42.3528328,,
2004,2004,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials, Kuwait, Kuwait,162400,25.6242618,42.3528328,,
2004,2004,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,364534,25.6242618,42.3528328,,
