yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,94861,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,756337,24.0002488,53.9994829,39.89317229901691,61.060280637304274
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,5657703,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,452297,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,696191,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,119558,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Melanesia,Oceania,2245,24.0002488,53.9994829,1.0108650891006263,147.3257485906919
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,872159,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,131193,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,1722572,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,6197776,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,156009,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,4030284,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,793562,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,9143,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,169810,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,562655,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,50546432,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Afghanistan, Afghanistan,1292437,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Algeria, Algeria,405996,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Armenia, Armenia,99532,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Azerbaijan, Azerbaijan,45539,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,977811,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Comoros, Comoros,5315,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,47,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Djibouti, Djibouti,245578,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Georgia, Georgia,1125,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,5219118,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,532198,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,2490763,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,168745,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Libya, Libya,66184,24.0002488,53.9994829,,
2019,2019,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Malta, Malta,2307,24.0002488,53.9994829,,
