yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Export,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,1033,31.17,-7.33,47.92172048214207,7.866753258497997
2016,2016,Export,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,2336349,31.17,-7.33,,
2016,2016,Export,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Mauritania, Mauritania,2335316,31.17,-7.33,,
