yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,151841789,25.6242618,42.3528328,-16.85099460447687,133.4130365630627
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,188001,25.6242618,42.3528328,37.977378106878206,73.97804075806764
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,23334695,25.6242618,42.3528328,51.67568633314729,27.673469819741847
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,7608276,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,1369869,25.6242618,42.3528328,17.925141963241547,-78.01492950057497
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,4941340,25.6242618,42.3528328,43.897683433510366,-100.08947125585888
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,121477218,25.6242618,42.3528328,59.36075159783851,25.01346951967388
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,300534,25.6242618,42.3528328,10.528384761701911,103.08333472012376
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,40533,25.6242618,42.3528328,25.499703063807168,75.5024015339642
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,1546936,25.6242618,42.3528328,40.12399607988535,20.742583178432696
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,11301348,25.6242618,42.3528328,26.42921218083572,52.86847103284948
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,255439252,25.6242618,42.3528328,47.92172048214207,7.866753258497997
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;,World,World,607798893,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;, Cyprus, Cyprus,1008268,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,121867,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,3080537,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;, Lebanon, Lebanon,29600,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;, Morocco, Morocco,8565077,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;, Oman, Oman,417067,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;, Pakistan, Pakistan,1889869,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,1388268,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,4,Dairy produce; birds eggs; natural honey;, Yemen, Yemen,9462145,25.6242618,42.3528328,,
