rtTitle,Subregion,rgDesc,TradeValue
United Arab Emirates,Afghanistan,Export,188910330
United Arab Emirates,Afghanistan,Import,1764142
United Arab Emirates,Afghanistan,Re-Export,161007561
United Arab Emirates,Algeria,Export,226871361
United Arab Emirates,Algeria,Import,346118
United Arab Emirates,Algeria,Re-Export,213880842
United Arab Emirates,Armenia,Export,31747022
United Arab Emirates,Armenia,Import,2756537
United Arab Emirates,Armenia,Re-Export,30923695
United Arab Emirates,Azerbaijan,Export,142722158
United Arab Emirates,Azerbaijan,Import,3899999
United Arab Emirates,Azerbaijan,Re-Export,139081806
United Arab Emirates,Bahrain,Export,448332925
United Arab Emirates,Bahrain,Import,167600178
United Arab Emirates,Bahrain,Re-Export,262911905
United Arab Emirates,Comoros,Export,1211569
United Arab Emirates,Comoros,Import,494582
United Arab Emirates,Comoros,Re-Export,995505
United Arab Emirates,Cyprus,Export,12678673
United Arab Emirates,Cyprus,Import,13511250
United Arab Emirates,Cyprus,Re-Export,10018234
United Arab Emirates,Djibouti,Export,48993241
United Arab Emirates,Djibouti,Import,1765994
United Arab Emirates,Djibouti,Re-Export,43436611
United Arab Emirates,Georgia,Export,11133898
United Arab Emirates,Georgia,Import,272608
United Arab Emirates,Georgia,Re-Export,10965424
United Arab Emirates,Iraq,Export,506184798
United Arab Emirates,Iraq,Import,200803
United Arab Emirates,Iraq,Re-Export,487955275
United Arab Emirates,Jordan,Export,132093256
United Arab Emirates,Jordan,Import,190563865
United Arab Emirates,Jordan,Re-Export,125830132
United Arab Emirates,Kuwait,Export,434042057
United Arab Emirates,Kuwait,Import,113491576
United Arab Emirates,Kuwait,Re-Export,325913731
United Arab Emirates,Lebanon,Export,135785082
United Arab Emirates,Lebanon,Import,135967014
United Arab Emirates,Lebanon,Re-Export,113773641
United Arab Emirates,Libya,Export,316533998
United Arab Emirates,Libya,Import,36292065
United Arab Emirates,Libya,Re-Export,297721631
United Arab Emirates,Malta,Export,4944148
United Arab Emirates,Malta,Import,11475001
United Arab Emirates,Malta,Re-Export,3433959
United Arab Emirates,Mauritania,Export,14940606
United Arab Emirates,Mauritania,Import,2356
United Arab Emirates,Mauritania,Re-Export,14567721
United Arab Emirates,Morocco,Export,18311773
United Arab Emirates,Morocco,Import,15907152
United Arab Emirates,Morocco,Re-Export,15163344
United Arab Emirates,Oman,Export,837866368
United Arab Emirates,Oman,Import,262442123
United Arab Emirates,Oman,Re-Export,808106742
United Arab Emirates,Pakistan,Export,387453910
United Arab Emirates,Pakistan,Import,349555379
United Arab Emirates,Pakistan,Re-Export,340584889
United Arab Emirates,Qatar,Export,304455842
United Arab Emirates,Qatar,Import,149744918
United Arab Emirates,Qatar,Re-Export,249458234
United Arab Emirates,Saudi Arabia,Export,706701367
United Arab Emirates,Saudi Arabia,Import,1082205943
United Arab Emirates,Saudi Arabia,Re-Export,597259047
United Arab Emirates,State of Palestine,Export,5166
United Arab Emirates,State of Palestine,Import,5191366
United Arab Emirates,State of Palestine,Re-Export,5166
United Arab Emirates,Yemen,Export,255172296
United Arab Emirates,Yemen,Import,62456894
United Arab Emirates,Yemen,Re-Export,180994510
