yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,29092,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,51639,30.3308401,71.247499,37.977378106878206,73.97804075806764
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,11273,30.3308401,71.247499,51.67568633314729,27.673469819741847
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,4368,30.3308401,71.247499,17.925141963241547,-78.01492950057497
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,Micronesia,Oceania,8917,30.3308401,71.247499,6.418559504495792,157.6364476938912
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,5167965,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,680563,30.3308401,71.247499,59.36075159783851,25.01346951967388
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,165454,30.3308401,71.247499,10.528384761701911,103.08333472012376
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,19345,30.3308401,71.247499,25.499703063807168,75.5024015339642
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,28720,30.3308401,71.247499,40.12399607988535,20.742583178432696
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,17897165,30.3308401,71.247499,26.42921218083572,52.86847103284948
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,2272646,30.3308401,71.247499,47.92172048214207,7.866753258497997
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,World,World,26400951,30.3308401,71.247499,,
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,Afghanistan, Afghanistan,881,30.3308401,71.247499,,
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,Saudi Arabia, Saudi Arabia,44,30.3308401,71.247499,,
2005,2005,Import,Pakistan,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,55092,30.3308401,71.247499,,
