yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2001,2001,Export,Kuwait,73,Articles of iron or steel,Australia and New Zealand,Oceania,28800
2001,2001,Export,Kuwait,73,Articles of iron or steel,Eastern Asia,Asia,118801
2001,2001,Export,Kuwait,73,Articles of iron or steel,Eastern Europe,Europe,39137
2001,2001,Export,Kuwait,73,Articles of iron or steel,Latin America and the Caribbean,Americas,6158
2001,2001,Export,Kuwait,73,Articles of iron or steel,Melanesia,Oceania,408
2001,2001,Export,Kuwait,73,Articles of iron or steel,Northern Africa,Africa,821694
2001,2001,Export,Kuwait,73,Articles of iron or steel,Northern America,Americas,165685
2001,2001,Export,Kuwait,73,Articles of iron or steel,Northern Europe,Europe,140531
2001,2001,Export,Kuwait,73,Articles of iron or steel,South-eastern Asia,Asia,455686
2001,2001,Export,Kuwait,73,Articles of iron or steel,Southern Asia,Asia,2063197
2001,2001,Export,Kuwait,73,Articles of iron or steel,Southern Europe,Europe,213496
2001,2001,Export,Kuwait,73,Articles of iron or steel,Sub-Saharan Africa,Africa,226427
2001,2001,Export,Kuwait,73,Articles of iron or steel,Western Asia,Asia,702204
2001,2001,Export,Kuwait,73,Articles of iron or steel,Western Europe,Europe,494958
2001,2001,Export,Kuwait,73,Articles of iron or steel,World,World,27002821
