yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2012,2012,Import,Algeria,96,Miscellaneous manufactured articles,Central Asia,Asia,46873
2012,2012,Import,Algeria,96,Miscellaneous manufactured articles,Eastern Asia,Asia,34018895
2012,2012,Import,Algeria,96,Miscellaneous manufactured articles,Eastern Europe,Europe,328877
2012,2012,Import,Algeria,96,Miscellaneous manufactured articles,Latin America and the Caribbean,Americas,196650
2012,2012,Import,Algeria,96,Miscellaneous manufactured articles,Northern Africa,Africa,11346078
2012,2012,Import,Algeria,96,Miscellaneous manufactured articles,Northern America,Americas,332238
2012,2012,Import,Algeria,96,Miscellaneous manufactured articles,Northern Europe,Europe,524817
2012,2012,Import,Algeria,96,Miscellaneous manufactured articles,South-eastern Asia,Asia,1699559
2012,2012,Import,Algeria,96,Miscellaneous manufactured articles,Southern Asia,Asia,47192
2012,2012,Import,Algeria,96,Miscellaneous manufactured articles,Southern Europe,Europe,5590480
2012,2012,Import,Algeria,96,Miscellaneous manufactured articles,Sub-Saharan Africa,Africa,521
2012,2012,Import,Algeria,96,Miscellaneous manufactured articles,Western Asia,Asia,14035687
2012,2012,Import,Algeria,96,Miscellaneous manufactured articles,Western Europe,Europe,13269185
2012,2012,Import,Algeria,96,Miscellaneous manufactured articles,World,World,98278973
