yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,322,32.3293809,-83.1137366,37.977378106878206,73.97804075806764
2021,2021,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,50189,32.3293809,-83.1137366,51.67568633314729,27.673469819741847
2021,2021,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,900,32.3293809,-83.1137366,26.42921218083572,52.86847103284948
2021,2021,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,261,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2021,2021,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,279594,32.3293809,-83.1137366,,
2021,2021,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Armenia, Armenia,157556,32.3293809,-83.1137366,,
2021,2021,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Azerbaijan, Azerbaijan,70363,32.3293809,-83.1137366,,
