yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Import,Mauritania,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",152869494.0,,20.2540382,-9.2399263,-36.8535712,174.7456809
2017,2017.0,Import,Mauritania,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7642571.0,,20.2540382,-9.2399263,51.1638175,10.4478313
2017,2017.0,Import,Mauritania,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1538.0,,20.2540382,-9.2399263,8.0300284,-1.0800271
2017,2017.0,Import,Mauritania,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7306.0,,20.2540382,-9.2399263,22.350627,114.1849161
2017,2017.0,Import,Mauritania,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11526.0,,20.2540382,-9.2399263,47.1817585,19.5060937
2017,2017.0,Import,Mauritania,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34579.0,,20.2540382,-9.2399263,52.865196,-7.9794599
2017,2017.0,Import,Mauritania,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1093587.0,,20.2540382,-9.2399263,42.6384261,12.674297
2017,2017.0,Import,Mauritania,Côte d'Ivoire,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14676.0,,20.2540382,-9.2399263,7.9897371,-5.5679458
2017,2017.0,Import,Mauritania,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",59491072.0,,20.2540382,-9.2399263,36.5748441,139.2394179
2017,2017.0,Import,Mauritania,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4699.0,,20.2540382,-9.2399263,31.1667049,36.941628
2017,2017.0,Import,Mauritania,Dem. People's Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",119600.0,,20.2540382,-9.2399263,,
2017,2017.0,Import,Mauritania,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1612452.0,,20.2540382,-9.2399263,,
2017,2017.0,Import,Mauritania,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3672.0,,20.2540382,-9.2399263,29.2733964,47.4979476
2017,2017.0,Import,Mauritania,Mali,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",517651.0,,20.2540382,-9.2399263,16.3700359,-2.2900239
2017,2017.0,Import,Mauritania,Mauritius,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34944.0,,20.2540382,-9.2399263,-20.2759451,57.5703566
2017,2017.0,Import,Mauritania,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4028.0,,20.2540382,-9.2399263,,
2017,2017.0,Import,Mauritania,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3140533.0,,20.2540382,-9.2399263,31.1728205,-7.3362482
2017,2017.0,Import,Mauritania,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",531410.0,,20.2540382,-9.2399263,52.2434979,5.6343227
2017,2017.0,Import,Mauritania,Niger,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3732.0,,20.2540382,-9.2399263,17.7356214,9.3238432
2017,2017.0,Import,Mauritania,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54532.0,,20.2540382,-9.2399263,60.5000209,9.0999715
2017,2017.0,Import,Mauritania,Panama,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",51946.0,,20.2540382,-9.2399263,8.559559,-81.1308434
2017,2017.0,Import,Mauritania,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54530.0,,20.2540382,-9.2399263,52.215933,19.134422
2017,2017.0,Import,Mauritania,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",29676.0,,20.2540382,-9.2399263,39.6621648,-8.1353519
2017,2017.0,Import,Mauritania,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",83737.0,,20.2540382,-9.2399263,25.6242618,42.3528328
2017,2017.0,Import,Mauritania,Senegal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11599.0,,20.2540382,-9.2399263,14.4750607,-14.4529612
2017,2017.0,Import,Mauritania,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",442164.0,,20.2540382,-9.2399263,22.3511148,78.6677428
2017,2017.0,Import,Mauritania,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9989.0,,20.2540382,-9.2399263,1.357107,103.8194992
2017,2017.0,Import,Mauritania,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",472872.0,,20.2540382,-9.2399263,-28.8166236,24.991639
2017,2017.0,Import,Mauritania,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41478964.0,,20.2540382,-9.2399263,39.3260685,-4.8379791
2017,2017.0,Import,Mauritania,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5370.0,,20.2540382,-9.2399263,59.6749712,14.5208584
2017,2017.0,Import,Mauritania,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",64835.0,,20.2540382,-9.2399263,46.7985624,8.2319736
2017,2017.0,Import,Mauritania,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1327284.0,,20.2540382,-9.2399263,14.8971921,100.83273
2017,2017.0,Import,Mauritania,Togo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20178.0,,20.2540382,-9.2399263,8.7800265,1.0199765
2017,2017.0,Import,Mauritania,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1765197.0,,20.2540382,-9.2399263,24.0002488,53.9994829
2017,2017.0,Import,Mauritania,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2914269.0,,20.2540382,-9.2399263,38.9597594,34.9249653
2017,2017.0,Import,Mauritania,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4699.0,,20.2540382,-9.2399263,49.4871968,31.2718321
2017,2017.0,Import,Mauritania,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9606.0,,20.2540382,-9.2399263,26.2540493,29.2675469
2017,2017.0,Import,Mauritania,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",451683.0,,20.2540382,-9.2399263,54.7023545,-3.2765753
2017,2017.0,Import,Mauritania,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2617835.0,,20.2540382,-9.2399263,39.7837304,-100.445882
