yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,213411,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,227529,30.3308401,71.247499,39.89317229901691,61.060280637304274
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,5458868,30.3308401,71.247499,37.977378106878206,73.97804075806764
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,355642,30.3308401,71.247499,51.67568633314729,27.673469819741847
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,35987,30.3308401,71.247499,,
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,94278,30.3308401,71.247499,17.925141963241547,-78.01492950057497
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Northern Africa,Africa,6179,30.3308401,71.247499,19.569604022535763,12.47761721199581
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,3137512,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,154915,30.3308401,71.247499,59.36075159783851,25.01346951967388
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,882261,30.3308401,71.247499,10.528384761701911,103.08333472012376
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,4171360,30.3308401,71.247499,25.499703063807168,75.5024015339642
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,3020132,30.3308401,71.247499,40.12399607988535,20.742583178432696
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,1654098,30.3308401,71.247499,6.06272746187266,22.727528470146083
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,118951,30.3308401,71.247499,26.42921218083572,52.86847103284948
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,1009689,30.3308401,71.247499,47.92172048214207,7.866753258497997
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,World,World,251736488,30.3308401,71.247499,,
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials, Afghanistan, Afghanistan,98900628,30.3308401,71.247499,,
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials, Bahrain, Bahrain,107973,30.3308401,71.247499,,
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials, Comoros, Comoros,435844,30.3308401,71.247499,,
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials, Djibouti, Djibouti,21419225,30.3308401,71.247499,,
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials, Iraq, Iraq,6155465,30.3308401,71.247499,,
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials, Jordan, Jordan,4111,30.3308401,71.247499,,
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials, Kuwait, Kuwait,7257518,30.3308401,71.247499,,
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials, Lebanon, Lebanon,68099,30.3308401,71.247499,,
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials, Libya, Libya,241515,30.3308401,71.247499,,
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials, Oman, Oman,12576496,30.3308401,71.247499,,
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials, Qatar, Qatar,30648054,30.3308401,71.247499,,
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials, Saudi Arabia, Saudi Arabia,652095,30.3308401,71.247499,,
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,31272558,30.3308401,71.247499,,
2007,2007,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials, Yemen, Yemen,10935085,30.3308401,71.247499,,
