yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Export,Algeria,World,47.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,982507.0,,28.0000272,2.9999825,-36.8535712,174.7456809
2007,2007.0,Export,Algeria,Saudi Arabia,47.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,476622.0,,28.0000272,2.9999825,25.6242618,42.3528328
2007,2007.0,Export,Algeria,India,47.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,272780.0,,28.0000272,2.9999825,22.3511148,78.6677428
2007,2007.0,Export,Algeria,United Arab Emirates,47.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,83359.0,,28.0000272,2.9999825,24.0002488,53.9994829
2007,2007.0,Export,Algeria,Tunisia,47.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,149746.0,,28.0000272,2.9999825,33.8439408,9.400138
