yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2005,2005,Export,Algeria,11,Products of the milling industry; malt; starches; inulin,Northern Africa,Africa,2991706
2005,2005,Export,Algeria,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,7487
2005,2005,Export,Algeria,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,3080
2005,2005,Export,Algeria,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,1250
2005,2005,Export,Algeria,11,Products of the milling industry; malt; starches; inulin,World,World,3014092
