yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,559044,25.3336984,51.2295295,,
2015,2015,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,18461,25.3336984,51.2295295,,
2015,2015,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,164055,25.3336984,51.2295295,,
2015,2015,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,275250,25.3336984,51.2295295,,
2015,2015,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,101277,25.3336984,51.2295295,,
