yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Re-Import,Georgia,World,64.0,Footwear; gaiters and the like; parts of such articles,2217.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2016,2016.0,Re-Import,Georgia,Qatar,64.0,Footwear; gaiters and the like; parts of such articles,103.0,,32.3293809,-83.1137366,25.3336984,51.2295295
2016,2016.0,Re-Import,Georgia,Russian Federation,64.0,Footwear; gaiters and the like; parts of such articles,1026.0,,32.3293809,-83.1137366,64.6863136,97.7453061
2016,2016.0,Re-Import,Georgia,United Kingdom,64.0,Footwear; gaiters and the like; parts of such articles,733.0,,32.3293809,-83.1137366,54.7023545,-3.2765753
2016,2016.0,Re-Import,Georgia,USA,64.0,Footwear; gaiters and the like; parts of such articles,354.0,,32.3293809,-83.1137366,39.7837304,-100.445882
