yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Export,Libya,World,4.0,Dairy produce; birds eggs; natural honey;,9195.0,,26.8234472,18.1236723,-36.8535712,174.7456809
2017,2017.0,Export,Libya,Jordan,4.0,Dairy produce; birds eggs; natural honey;,457.0,,26.8234472,18.1236723,31.1667049,36.941628
2017,2017.0,Export,Libya,United Arab Emirates,4.0,Dairy produce; birds eggs; natural honey;,8738.0,,26.8234472,18.1236723,24.0002488,53.9994829
