yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Export,Pakistan,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",106654539.0,,30.3308401,71.247499,-36.8535712,174.7456809
2018,2018.0,Export,Pakistan,Afghanistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1332612.0,,30.3308401,71.247499,33.7680065,66.2385139
2018,2018.0,Export,Pakistan,Albania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1790.0,,30.3308401,71.247499,41.000028,19.9999619
2018,2018.0,Export,Pakistan,Azerbaijan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5544.0,,30.3308401,71.247499,40.3936294,47.7872508
2018,2018.0,Export,Pakistan,Argentina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1170737.0,,30.3308401,71.247499,-34.9964963,-64.9672817
2018,2018.0,Export,Pakistan,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1889203.0,,30.3308401,71.247499,-24.7761086,134.755
2018,2018.0,Export,Pakistan,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",243036.0,,30.3308401,71.247499,47.59397,14.12456
2018,2018.0,Export,Pakistan,Bahrain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",43934.0,,30.3308401,71.247499,26.1551249,50.5344606
2018,2018.0,Export,Pakistan,Bangladesh,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1862790.0,,30.3308401,71.247499,24.4769288,90.2934413
2018,2018.0,Export,Pakistan,Barbados,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",26094.0,,30.3308401,71.247499,13.1500331,-59.5250305
2018,2018.0,Export,Pakistan,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",744409.0,,30.3308401,71.247499,50.6402809,4.6667145
2018,2018.0,Export,Pakistan,Bosnia Herzegovina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",32042.0,,30.3308401,71.247499,44.3053476,17.5961467
2018,2018.0,Export,Pakistan,Botswana,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2239.0,,30.3308401,71.247499,-23.1681782,24.5928742
2018,2018.0,Export,Pakistan,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3311293.0,,30.3308401,71.247499,-10.3333333,-53.2
2018,2018.0,Export,Pakistan,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",38154.0,,30.3308401,71.247499,42.6073975,25.4856617
2018,2018.0,Export,Pakistan,Myanmar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",304355.0,,30.3308401,71.247499,17.1750495,95.9999652
2018,2018.0,Export,Pakistan,Burundi,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",117.0,,30.3308401,71.247499,-3.426449,29.9324519
2018,2018.0,Export,Pakistan,Belarus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",58586.0,,30.3308401,71.247499,53.4250605,27.6971358
2018,2018.0,Export,Pakistan,Cambodia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",514.0,,30.3308401,71.247499,12.5433216,104.8144914
2018,2018.0,Export,Pakistan,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1055596.0,,30.3308401,71.247499,61.0666922,-107.991707
2018,2018.0,Export,Pakistan,Sri Lanka,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",557377.0,,30.3308401,71.247499,7.5554942,80.7137847
2018,2018.0,Export,Pakistan,Chad,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11534.0,,30.3308401,71.247499,15.6134137,19.0156172
2018,2018.0,Export,Pakistan,Chile,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",245983.0,,30.3308401,71.247499,-31.7613365,-71.3187697
2018,2018.0,Export,Pakistan,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5065781.0,,30.3308401,71.247499,35.000074,104.999927
