yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
1993,1993,Import,Cyprus,6,"Live trees, plants, bulbs, roots, cut flowers etc",Eastern Asia,Asia,2401
1993,1993,Import,Cyprus,6,"Live trees, plants, bulbs, roots, cut flowers etc",Eastern Europe,Europe,20012
1993,1993,Import,Cyprus,6,"Live trees, plants, bulbs, roots, cut flowers etc",Latin America and the Caribbean,Americas,30824
1993,1993,Import,Cyprus,6,"Live trees, plants, bulbs, roots, cut flowers etc",Northern Africa,Africa,2572
1993,1993,Import,Cyprus,6,"Live trees, plants, bulbs, roots, cut flowers etc",Northern America,Americas,119812
1993,1993,Import,Cyprus,6,"Live trees, plants, bulbs, roots, cut flowers etc",Northern Europe,Europe,22244
1993,1993,Import,Cyprus,6,"Live trees, plants, bulbs, roots, cut flowers etc",South-eastern Asia,Asia,3014
1993,1993,Import,Cyprus,6,"Live trees, plants, bulbs, roots, cut flowers etc",Southern Europe,Europe,381911
1993,1993,Import,Cyprus,6,"Live trees, plants, bulbs, roots, cut flowers etc",Western Europe,Europe,3268501
1993,1993,Import,Cyprus,6,"Live trees, plants, bulbs, roots, cut flowers etc",World,World,3976996
