yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Import,Bahrain,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1689427091.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2013,2013.0,Import,Bahrain,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6689.0,,26.1551249,50.5344606,41.000028,19.9999619
2013,2013.0,Import,Bahrain,Andorra,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17462.0,,26.1551249,50.5344606,42.5407167,1.5732033
2013,2013.0,Import,Bahrain,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",140201.0,,26.1551249,50.5344606,-34.9964963,-64.9672817
2013,2013.0,Import,Bahrain,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22144429.0,,26.1551249,50.5344606,-24.7761086,134.755
2013,2013.0,Import,Bahrain,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1497261.0,,26.1551249,50.5344606,47.59397,14.12456
2013,2013.0,Import,Bahrain,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",517.0,,26.1551249,50.5344606,24.4769288,90.2934413
2013,2013.0,Import,Bahrain,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6637823.0,,26.1551249,50.5344606,50.6402809,4.6667145
2013,2013.0,Import,Bahrain,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9367.0,,26.1551249,50.5344606,44.3053476,17.5961467
2013,2013.0,Import,Bahrain,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",417968.0,,26.1551249,50.5344606,-10.3333333,-53.2
2013,2013.0,Import,Bahrain,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26069.0,,26.1551249,50.5344606,42.6073975,25.4856617
2013,2013.0,Import,Bahrain,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15380.0,,26.1551249,50.5344606,12.5433216,104.8144914
2013,2013.0,Import,Bahrain,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21071099.0,,26.1551249,50.5344606,61.0666922,-107.991707
2013,2013.0,Import,Bahrain,Central African Rep.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",46275.0,,26.1551249,50.5344606,,
2013,2013.0,Import,Bahrain,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6103.0,,26.1551249,50.5344606,7.5554942,80.7137847
2013,2013.0,Import,Bahrain,Chad,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",834.0,,26.1551249,50.5344606,15.6134137,19.0156172
2013,2013.0,Import,Bahrain,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24476665.0,,26.1551249,50.5344606,35.000074,104.999927
2013,2013.0,Import,Bahrain,Costa Rica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",736.0,,26.1551249,50.5344606,10.2735633,-84.0739102
2013,2013.0,Import,Bahrain,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",906948.0,,26.1551249,50.5344606,49.7439047,15.3381061
2013,2013.0,Import,Bahrain,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",137176.0,,26.1551249,50.5344606,55.670249,10.3333283
2013,2013.0,Import,Bahrain,Dominica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",882.0,,26.1551249,50.5344606,19.0974031,-70.3028026
2013,2013.0,Import,Bahrain,Equatorial Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5041.0,,26.1551249,50.5344606,1.613172,10.5170357
2013,2013.0,Import,Bahrain,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",66.0,,26.1551249,50.5344606,58.7523778,25.3319078
2013,2013.0,Import,Bahrain,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2880813.0,,26.1551249,50.5344606,63.2467777,25.9209164
2013,2013.0,Import,Bahrain,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11123791.0,,26.1551249,50.5344606,46.603354,1.8883335
2013,2013.0,Import,Bahrain,French Polynesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21756.0,,26.1551249,50.5344606,-17.0243749,-144.6434898
2013,2013.0,Import,Bahrain,Gabon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22517.0,,26.1551249,50.5344606,-0.8999695,11.6899699
2013,2013.0,Import,Bahrain,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",107211.0,,26.1551249,50.5344606,32.3293809,-83.1137366
2013,2013.0,Import,Bahrain,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",191165637.0,,26.1551249,50.5344606,51.1638175,10.4478313
2013,2013.0,Import,Bahrain,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7581.0,,26.1551249,50.5344606,38.9953683,21.9877132
2013,2013.0,Import,Bahrain,Honduras,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12185.0,,26.1551249,50.5344606,15.2572432,-86.0755145
2013,2013.0,Import,Bahrain,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",237325.0,,26.1551249,50.5344606,22.350627,114.1849161
2013,2013.0,Import,Bahrain,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",748848.0,,26.1551249,50.5344606,47.1817585,19.5060937
2013,2013.0,Import,Bahrain,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18213751.0,,26.1551249,50.5344606,-2.4833826,117.8902853
2013,2013.0,Import,Bahrain,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2117.0,,26.1551249,50.5344606,32.6475314,54.5643516
