yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Import,Bahrain,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1870459849.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2014,2014.0,Import,Bahrain,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",70546.0,,26.1551249,50.5344606,41.000028,19.9999619
2014,2014.0,Import,Bahrain,American Samoa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2744.0,,26.1551249,50.5344606,-14.297124,-170.7131481
2014,2014.0,Import,Bahrain,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4164.0,,26.1551249,50.5344606,-34.9964963,-64.9672817
2014,2014.0,Import,Bahrain,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16680882.0,,26.1551249,50.5344606,-24.7761086,134.755
2014,2014.0,Import,Bahrain,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1790315.0,,26.1551249,50.5344606,47.59397,14.12456
2014,2014.0,Import,Bahrain,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2750.0,,26.1551249,50.5344606,24.4769288,90.2934413
2014,2014.0,Import,Bahrain,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1851264.0,,26.1551249,50.5344606,50.6402809,4.6667145
2014,2014.0,Import,Bahrain,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1081.0,,26.1551249,50.5344606,44.3053476,17.5961467
2014,2014.0,Import,Bahrain,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",293838.0,,26.1551249,50.5344606,-10.3333333,-53.2
2014,2014.0,Import,Bahrain,Br. Indian Ocean Terr.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",45.0,,26.1551249,50.5344606,40.240058,-74.075567
2014,2014.0,Import,Bahrain,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",100662.0,,26.1551249,50.5344606,42.6073975,25.4856617
2014,2014.0,Import,Bahrain,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12384.0,,26.1551249,50.5344606,4.6125522,13.1535811
2014,2014.0,Import,Bahrain,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23346419.0,,26.1551249,50.5344606,61.0666922,-107.991707
2014,2014.0,Import,Bahrain,Central African Rep.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",199539.0,,26.1551249,50.5344606,,
2014,2014.0,Import,Bahrain,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33931.0,,26.1551249,50.5344606,7.5554942,80.7137847
2014,2014.0,Import,Bahrain,Chad,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6283.0,,26.1551249,50.5344606,15.6134137,19.0156172
2014,2014.0,Import,Bahrain,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31096374.0,,26.1551249,50.5344606,35.000074,104.999927
2014,2014.0,Import,Bahrain,Dem. Rep. of the Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",429.0,,26.1551249,50.5344606,,
2014,2014.0,Import,Bahrain,Costa Rica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",630.0,,26.1551249,50.5344606,10.2735633,-84.0739102
2014,2014.0,Import,Bahrain,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",561725.0,,26.1551249,50.5344606,49.7439047,15.3381061
2014,2014.0,Import,Bahrain,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15184.0,,26.1551249,50.5344606,55.670249,10.3333283
2014,2014.0,Import,Bahrain,Dominica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",275.0,,26.1551249,50.5344606,19.0974031,-70.3028026
2014,2014.0,Import,Bahrain,Ecuador,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16591.0,,26.1551249,50.5344606,-1.3397668,-79.3666965
2014,2014.0,Import,Bahrain,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",885.0,,26.1551249,50.5344606,58.7523778,25.3319078
2014,2014.0,Import,Bahrain,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",29322.0,,26.1551249,50.5344606,63.2467777,25.9209164
2014,2014.0,Import,Bahrain,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8028813.0,,26.1551249,50.5344606,46.603354,1.8883335
2014,2014.0,Import,Bahrain,French Polynesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",46702.0,,26.1551249,50.5344606,-17.0243749,-144.6434898
2014,2014.0,Import,Bahrain,Gabon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6887.0,,26.1551249,50.5344606,-0.8999695,11.6899699
2014,2014.0,Import,Bahrain,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",188695764.0,,26.1551249,50.5344606,51.1638175,10.4478313
2014,2014.0,Import,Bahrain,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7717.0,,26.1551249,50.5344606,38.9953683,21.9877132
2014,2014.0,Import,Bahrain,Guatemala,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",644.0,,26.1551249,50.5344606,15.5855545,-90.345759
2014,2014.0,Import,Bahrain,Holy See (Vatican City State),87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",355.0,,26.1551249,50.5344606,,
2014,2014.0,Import,Bahrain,Honduras,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6869.0,,26.1551249,50.5344606,15.2572432,-86.0755145
2014,2014.0,Import,Bahrain,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21767.0,,26.1551249,50.5344606,22.350627,114.1849161
2014,2014.0,Import,Bahrain,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2705181.0,,26.1551249,50.5344606,47.1817585,19.5060937
2014,2014.0,Import,Bahrain,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30243910.0,,26.1551249,50.5344606,-2.4833826,117.8902853
2014,2014.0,Import,Bahrain,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24151.0,,26.1551249,50.5344606,32.6475314,54.5643516
2014,2014.0,Import,Bahrain,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",40808.0,,26.1551249,50.5344606,52.865196,-7.9794599
2014,2014.0,Import,Bahrain,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31810546.0,,26.1551249,50.5344606,42.6384261,12.674297
2014,2014.0,Import,Bahrain,Jamaica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5009.0,,26.1551249,50.5344606,18.1850507,-77.3947693
2014,2014.0,Import,Bahrain,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",816365086.0,,26.1551249,50.5344606,36.5748441,139.2394179
2014,2014.0,Import,Bahrain,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",68289.0,,26.1551249,50.5344606,31.1667049,36.941628
2014,2014.0,Import,Bahrain,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31213.0,,26.1551249,50.5344606,1.4419683,38.4313975
2014,2014.0,Import,Bahrain,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",120225370.0,,26.1551249,50.5344606,,
2014,2014.0,Import,Bahrain,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",122246.0,,26.1551249,50.5344606,29.2733964,47.4979476
2014,2014.0,Import,Bahrain,Kyrgyzstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",374.0,,26.1551249,50.5344606,41.5089324,74.724091
2014,2014.0,Import,Bahrain,Latvia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34.0,,26.1551249,50.5344606,56.8406494,24.7537645
2014,2014.0,Import,Bahrain,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",405.0,,26.1551249,50.5344606,55.3500003,23.7499997
2014,2014.0,Import,Bahrain,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2617.0,,26.1551249,50.5344606,49.8158683,6.1296751
2014,2014.0,Import,Bahrain,"China, Macao SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2085.0,,26.1551249,50.5344606,,
2014,2014.0,Import,Bahrain,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",532077.0,,26.1551249,50.5344606,4.5693754,102.2656823
2014,2014.0,Import,Bahrain,Mali,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1793.0,,26.1551249,50.5344606,16.3700359,-2.2900239
2014,2014.0,Import,Bahrain,Malta,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",962.0,,26.1551249,50.5344606,35.8885993,14.4476911
2014,2014.0,Import,Bahrain,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12196991.0,,26.1551249,50.5344606,23.6585116,-102.0077097
2014,2014.0,Import,Bahrain,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",39812207.0,,26.1551249,50.5344606,,
2014,2014.0,Import,Bahrain,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15332.0,,26.1551249,50.5344606,31.1728205,-7.3362482
2014,2014.0,Import,Bahrain,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9841.0,,26.1551249,50.5344606,21.0000287,57.0036901
2014,2014.0,Import,Bahrain,Namibia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8310.0,,26.1551249,50.5344606,-23.2335499,17.3231107
