yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,373383,20.2540382,-9.2399263,37.977378106878206,73.97804075806764
2016,2016,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,4010,20.2540382,-9.2399263,,
2016,2016,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Melanesia,Oceania,2193,20.2540382,-9.2399263,1.0108650891006263,147.3257485906919
2016,2016,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,21287,20.2540382,-9.2399263,43.897683433510366,-100.08947125585888
2016,2016,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,7601,20.2540382,-9.2399263,59.36075159783851,25.01346951967388
2016,2016,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,16436,20.2540382,-9.2399263,10.528384761701911,103.08333472012376
2016,2016,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,154013,20.2540382,-9.2399263,40.12399607988535,20.742583178432696
2016,2016,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,709382,20.2540382,-9.2399263,,
2016,2016,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,241,20.2540382,-9.2399263,26.42921218083572,52.86847103284948
2016,2016,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,196610,20.2540382,-9.2399263,47.92172048214207,7.866753258497997
2016,2016,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,1543784,20.2540382,-9.2399263,,
2016,2016,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,3207,20.2540382,-9.2399263,,
2016,2016,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes, Morocco, Morocco,37865,20.2540382,-9.2399263,,
2016,2016,Import,Mauritania,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,17556,20.2540382,-9.2399263,,
