yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,384684,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,24125524,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,2478949,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,892627,24.0002488,53.9994829,,
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,2129690,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,25749558,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,12197206,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,5917444,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,3689,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,8432937,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,740366,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,3993552,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,30200648,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,166640407,24.0002488,53.9994829,,
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,70491,24.0002488,53.9994829,,
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,11723,24.0002488,53.9994829,,
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,28927,24.0002488,53.9994829,,
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Malta, Malta,9933,24.0002488,53.9994829,,
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Morocco, Morocco,4086,24.0002488,53.9994829,,
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,84026,24.0002488,53.9994829,,
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,657219,24.0002488,53.9994829,,
2019,2019,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,7129443,24.0002488,53.9994829,,
