yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Export,Azerbaijan,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,12905319.0,,40.3936294,47.7872508,-36.8535712,174.7456809
2008,2008.0,Export,Azerbaijan,Georgia,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,12768319.0,,40.3936294,47.7872508,32.3293809,-83.1137366
2008,2008.0,Export,Azerbaijan,Germany,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,137000.0,,40.3936294,47.7872508,51.1638175,10.4478313
