yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Import,Oman,World,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",46524055,,,-36.8535712,174.7456809
2016,2016,Import,Oman,Australia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",89784,,,-24.7761086,134.755
2016,2016,Import,Oman,Austria,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",26057,,,47.59397,14.12456
2016,2016,Import,Oman,Belgium,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",23885,,,50.6402809,4.6667145
2016,2016,Import,Oman,Bosnia Herzegovina,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",54,,,44.3053476,17.5961467
2016,2016,Import,Oman,Brazil,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2606465,,,-10.3333333,-53.2
2016,2016,Import,Oman,Bulgaria,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",630098,,,42.6073975,25.4856617
2016,2016,Import,Oman,Myanmar,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",7703,,,,
2016,2016,Import,Oman,Canada,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",977,,,61.0666922,-107.991707
2016,2016,Import,Oman,Sri Lanka,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",879,,,7.5554942,80.7137847
2016,2016,Import,Oman,Chile,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",249,,,-31.7613365,-71.3187697
2016,2016,Import,Oman,China,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",5543539,,,35.000074,104.999927
2016,2016,Import,Oman,Czechia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",3433,,,,
2016,2016,Import,Oman,Denmark,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",537297,,,55.670249,10.3333283
2016,2016,Import,Oman,Ecuador,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",538,,,-1.3397668,-79.3666965
2016,2016,Import,Oman,Estonia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",20725,,,58.7523778,25.3319078
2016,2016,Import,Oman,France,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1658876,,,46.603354,1.8883335
2016,2016,Import,Oman,Germany,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",21087,,,51.1638175,10.4478313
2016,2016,Import,Oman,Ghana,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",17378,,,8.0300284,-1.0800271
2016,2016,Import,Oman,Iceland,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2210,,,64.9841821,-18.1059013
2016,2016,Import,Oman,Indonesia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1052842,,,-2.4833826,117.8902853
2016,2016,Import,Oman,Iran,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",222944,,,32.6475314,54.5643516
2016,2016,Import,Oman,Ireland,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",22239,,,52.865196,-7.9794599
2016,2016,Import,Oman,Italy,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",142273,,,42.6384261,12.674297
2016,2016,Import,Oman,Jordan,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",474837,,,31.1667049,36.941628
2016,2016,Import,Oman,Kenya,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",20491,,,1.4419683,38.4313975
2016,2016,Import,Oman,Rep. of Korea,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",6853,,,,
2016,2016,Import,Oman,Lebanon,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1760,,,33.8750629,35.843409
2016,2016,Import,Oman,Latvia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2257,,,56.8406494,24.7537645
2016,2016,Import,Oman,Lithuania,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",35365,,,55.3500003,23.7499997
2016,2016,Import,Oman,Malaysia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1936103,,,4.5693754,102.2656823
2016,2016,Import,Oman,Morocco,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",21050,,,31.1728205,-7.3362482
2016,2016,Import,Oman,Netherlands,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",350894,,,52.2434979,5.6343227
2016,2016,Import,Oman,New Zealand,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",9373,,,-41.5000831,172.8344077
2016,2016,Import,Oman,Norway,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1508,,,60.5000209,9.0999715
2016,2016,Import,Oman,Pakistan,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",9651,,,30.3308401,71.247499
2016,2016,Import,Oman,Philippines,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",457563,,,12.7503486,122.7312101
2016,2016,Import,Oman,Poland,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",4348,,,52.215933,19.134422
2016,2016,Import,Oman,Portugal,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",37027,,,39.6621648,-8.1353519
2016,2016,Import,Oman,Saudi Arabia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2485674,,,25.6242618,42.3528328
2016,2016,Import,Oman,Seychelles,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",16280,,,-4.6574977,55.4540146
2016,2016,Import,Oman,India,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",42863,,,22.3511148,78.6677428
2016,2016,Import,Oman,Singapore,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",7620,,,1.357107,103.8194992
2016,2016,Import,Oman,Viet Nam,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",251555,,,15.9266657,107.9650855
2016,2016,Import,Oman,Somalia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",160150,,,8.3676771,49.083416
2016,2016,Import,Oman,South Africa,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",35778,,,-28.8166236,24.991639
2016,2016,Import,Oman,Spain,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",48616,,,39.3260685,-4.8379791
2016,2016,Import,Oman,Sweden,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",9477,,,59.6749712,14.5208584
2016,2016,Import,Oman,Switzerland,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",391152,,,46.7985624,8.2319736
2016,2016,Import,Oman,Thailand,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",7079312,,,14.8971921,100.83273
2016,2016,Import,Oman,United Arab Emirates,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",16723410,,,24.0002488,53.9994829
2016,2016,Import,Oman,Turkey,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",311651,,,38.9597594,34.9249653
2016,2016,Import,Oman,Ukraine,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",9068,,,49.4871968,31.2718321
2016,2016,Import,Oman,Egypt,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",18639,,,26.2540493,29.2675469
2016,2016,Import,Oman,United Kingdom,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",153674,,,54.7023545,-3.2765753
2016,2016,Import,Oman,USA,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",224436,,,,
2016,2016,Import,Oman,Yemen,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2554062,,,16.3471243,47.8915271
2017,2017,Import,Oman,World,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",34791203,,,-36.8535712,174.7456809
2017,2017,Import,Oman,Australia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",15300,,,-24.7761086,134.755
2017,2017,Import,Oman,Austria,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",889,,,47.59397,14.12456
2017,2017,Import,Oman,Belgium,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",86153,,,50.6402809,4.6667145
2017,2017,Import,Oman,Brazil,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",419458,,,-10.3333333,-53.2
2017,2017,Import,Oman,Bulgaria,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1159942,,,42.6073975,25.4856617
2017,2017,Import,Oman,Sri Lanka,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",65,,,7.5554942,80.7137847
2017,2017,Import,Oman,China,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",3158735,,,35.000074,104.999927
2017,2017,Import,Oman,Denmark,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",56468,,,55.670249,10.3333283
2017,2017,Import,Oman,Ethiopia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1768,,,10.2116702,38.6521203
2017,2017,Import,Oman,France,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",287986,,,46.603354,1.8883335
2017,2017,Import,Oman,Germany,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",49698,,,51.1638175,10.4478313
2017,2017,Import,Oman,Ghana,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",920,,,8.0300284,-1.0800271
2017,2017,Import,Oman,Iceland,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2626,,,64.9841821,-18.1059013
2017,2017,Import,Oman,Indonesia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",100018,,,-2.4833826,117.8902853
2017,2017,Import,Oman,Iran,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",437341,,,32.6475314,54.5643516
2017,2017,Import,Oman,Italy,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",281547,,,42.6384261,12.674297
2017,2017,Import,Oman,Jordan,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",74249,,,31.1667049,36.941628
2017,2017,Import,Oman,Lebanon,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",14465,,,33.8750629,35.843409
2017,2017,Import,Oman,Lithuania,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",137,,,55.3500003,23.7499997
2017,2017,Import,Oman,Malaysia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",599888,,,4.5693754,102.2656823
2017,2017,Import,Oman,Morocco,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",49100,,,31.1728205,-7.3362482
2017,2017,Import,Oman,Netherlands,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",22790,,,52.2434979,5.6343227
2017,2017,Import,Oman,Pakistan,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",111443,,,30.3308401,71.247499
2017,2017,Import,Oman,Philippines,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",339971,,,12.7503486,122.7312101
2017,2017,Import,Oman,Portugal,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1014,,,39.6621648,-8.1353519
2017,2017,Import,Oman,Romania,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1045,,,45.9852129,24.6859225
2017,2017,Import,Oman,Saudi Arabia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2993531,,,25.6242618,42.3528328
2017,2017,Import,Oman,Seychelles,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1014,,,-4.6574977,55.4540146
2017,2017,Import,Oman,India,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",308938,,,22.3511148,78.6677428
2017,2017,Import,Oman,Singapore,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",831997,,,1.357107,103.8194992
2017,2017,Import,Oman,Viet Nam,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",56174,,,15.9266657,107.9650855
2017,2017,Import,Oman,South Africa,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",39027,,,-28.8166236,24.991639
2017,2017,Import,Oman,Spain,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",5407,,,39.3260685,-4.8379791
2017,2017,Import,Oman,Sweden,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",3131,,,59.6749712,14.5208584
2017,2017,Import,Oman,Switzerland,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",197318,,,46.7985624,8.2319736
2017,2017,Import,Oman,Thailand,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",5172670,,,14.8971921,100.83273
2017,2017,Import,Oman,United Arab Emirates,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",15961878,,,24.0002488,53.9994829
2017,2017,Import,Oman,Turkey,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",168850,,,38.9597594,34.9249653
2017,2017,Import,Oman,Egypt,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",22936,,,26.2540493,29.2675469
2017,2017,Import,Oman,United Kingdom,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",272634,,,54.7023545,-3.2765753
2017,2017,Import,Oman,USA,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",464858,,,,
2017,2017,Import,Oman,Yemen,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1017804,,,16.3471243,47.8915271
2018,2018,Import,Oman,World,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",41911210,,,-36.8535712,174.7456809
2018,2018,Import,Oman,Austria,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1235,,,47.59397,14.12456
2018,2018,Import,Oman,Bahrain,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",50111,,,26.1551249,50.5344606
2018,2018,Import,Oman,Belgium,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",25557,,,50.6402809,4.6667145
2018,2018,Import,Oman,Brazil,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",935432,,,-10.3333333,-53.2
2018,2018,Import,Oman,Bulgaria,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",40462,,,42.6073975,25.4856617
2018,2018,Import,Oman,China,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1041435,,,35.000074,104.999927
2018,2018,Import,Oman,Denmark,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",277435,,,55.670249,10.3333283
2018,2018,Import,Oman,France,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2353651,,,46.603354,1.8883335
2018,2018,Import,Oman,Germany,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",577,,,51.1638175,10.4478313
2018,2018,Import,Oman,Indonesia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1431542,,,-2.4833826,117.8902853
2018,2018,Import,Oman,Iran,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",239872,,,32.6475314,54.5643516
2018,2018,Import,Oman,Italy,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",93024,,,42.6384261,12.674297
2018,2018,Import,Oman,Jordan,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",287929,,,31.1667049,36.941628
2018,2018,Import,Oman,Rep. of Korea,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",20218,,,,
2018,2018,Import,Oman,Kuwait,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",118533,,,29.2733964,47.4979476
2018,2018,Import,Oman,Luxembourg,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",13895,,,,
2018,2018,Import,Oman,Malaysia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1334925,,,4.5693754,102.2656823
2018,2018,Import,Oman,Morocco,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",39976,,,31.1728205,-7.3362482
2018,2018,Import,Oman,Netherlands,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",49191,,,52.2434979,5.6343227
2018,2018,Import,Oman,Norway,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1609,,,60.5000209,9.0999715
2018,2018,Import,Oman,Pakistan,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",864494,,,30.3308401,71.247499
