yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Asia,Asia,110060,25.3336984,51.2295295,37.977378106878206,73.97804075806764
2009,2009,Export,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern Africa,Africa,5515,25.3336984,51.2295295,19.569604022535763,12.47761721199581
2009,2009,Export,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,215860,25.3336984,51.2295295,,
