yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,429,40.7696272,44.6736646,-16.85099460447687,133.4130365630627
2008,2008,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,2837392,40.7696272,44.6736646,37.977378106878206,73.97804075806764
2008,2008,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,199231,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2008,2008,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,52,40.7696272,44.6736646,17.925141963241547,-78.01492950057497
2008,2008,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,138315,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2008,2008,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,185060,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2008,2008,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,22,40.7696272,44.6736646,10.528384761701911,103.08333472012376
2008,2008,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,640060,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2008,2008,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,3536824,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2008,2008,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,3713274,40.7696272,44.6736646,26.42921218083572,52.86847103284948
2008,2008,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,691010,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2008,2008,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,12103926,40.7696272,44.6736646,,
2008,2008,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,27,40.7696272,44.6736646,,
2008,2008,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,8602,40.7696272,44.6736646,,
2008,2008,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,26739,40.7696272,44.6736646,,
