yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,86226,26.1551249,50.5344606,,
2010,2010,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Kuwait, Kuwait,7883,26.1551249,50.5344606,,
2010,2010,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Qatar, Qatar,43739,26.1551249,50.5344606,,
2010,2010,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Saudi Arabia, Saudi Arabia,17141,26.1551249,50.5344606,,
2010,2010,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,United Arab Emirates, United Arab Emirates,17463,26.1551249,50.5344606,,
