yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,6368,34.9823018,33.1451285,59.36075159783851,25.01346951967388
2016,2016,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,143762,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2016,2016,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,150131,34.9823018,33.1451285,,
