yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,75258,35.8885993,14.4476911,37.977378106878206,73.97804075806764
2016,2016,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,14736,35.8885993,14.4476911,51.67568633314729,27.673469819741847
2016,2016,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,35,35.8885993,14.4476911,,
2016,2016,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,286744,35.8885993,14.4476911,17.925141963241547,-78.01492950057497
2016,2016,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,134824,35.8885993,14.4476911,43.897683433510366,-100.08947125585888
2016,2016,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,681877,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2016,2016,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,2588,35.8885993,14.4476911,10.528384761701911,103.08333472012376
2016,2016,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1140708,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2016,2016,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,134014,35.8885993,14.4476911,26.42921218083572,52.86847103284948
2016,2016,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,813124,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2016,2016,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,3302988,35.8885993,14.4476911,,
2016,2016,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes, Cyprus, Cyprus,4391,35.8885993,14.4476911,,
2016,2016,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes, Israel, Israel,371,35.8885993,14.4476911,,
2016,2016,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,315,35.8885993,14.4476911,,
