yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Re-Export,Saudi Arabia,World,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,718735.0,,25.6242618,42.3528328,-36.8535712,174.7456809
2009,2009.0,Re-Export,Saudi Arabia,China,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,210153.0,,25.6242618,42.3528328,35.000074,104.999927
2009,2009.0,Re-Export,Saudi Arabia,Mali,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,52005.0,,25.6242618,42.3528328,16.3700359,-2.2900239
2009,2009.0,Re-Export,Saudi Arabia,Senegal,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,109077.0,,25.6242618,42.3528328,14.4750607,-14.4529612
2009,2009.0,Re-Export,Saudi Arabia,Spain,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,40270.0,,25.6242618,42.3528328,39.3260685,-4.8379791
2009,2009.0,Re-Export,Saudi Arabia,Egypt,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,225355.0,,25.6242618,42.3528328,26.2540493,29.2675469
2009,2009.0,Re-Export,Saudi Arabia,Yemen,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,81874.0,,25.6242618,42.3528328,16.3471243,47.8915271
