yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,7905,-12.2045176,44.2832964,37.977378106878206,73.97804075806764
2013,2013,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1250,-12.2045176,44.2832964,40.12399607988535,20.742583178432696
2013,2013,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,1487,-12.2045176,44.2832964,6.06272746187266,22.727528470146083
2013,2013,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,4275,-12.2045176,44.2832964,47.92172048214207,7.866753258497997
2013,2013,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,77343,-12.2045176,44.2832964,,
2013,2013,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,62423,-12.2045176,44.2832964,,
