yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,7094,34.9823018,33.1451285,,
2019,2019,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,8569,34.9823018,33.1451285,59.36075159783851,25.01346951967388
2019,2019,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,385692,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2019,2019,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,463720,34.9823018,33.1451285,,
2019,2019,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes, Israel, Israel,26039,34.9823018,33.1451285,,
2019,2019,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,209,34.9823018,33.1451285,,
2019,2019,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,36115,34.9823018,33.1451285,,
