yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Import,Georgia,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",20216838.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2011,2011.0,Import,Georgia,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",209770.0,,32.3293809,-83.1137366,46.603354,1.8883335
2011,2011.0,Import,Georgia,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1804852.0,,32.3293809,-83.1137366,51.1638175,10.4478313
2011,2011.0,Import,Georgia,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1685428.0,,32.3293809,-83.1137366,38.9953683,21.9877132
2011,2011.0,Import,Georgia,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",17275.0,,32.3293809,-83.1137366,22.350627,114.1849161
2011,2011.0,Import,Georgia,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",10927.0,,32.3293809,-83.1137366,47.1817585,19.5060937
2011,2011.0,Import,Georgia,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",47808.0,,32.3293809,-83.1137366,32.6475314,54.5643516
2011,2011.0,Import,Georgia,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",8670.0,,32.3293809,-83.1137366,52.865196,-7.9794599
2011,2011.0,Import,Georgia,Israel,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",59856.0,,32.3293809,-83.1137366,30.8124247,34.8594762
2011,2011.0,Import,Georgia,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",205687.0,,32.3293809,-83.1137366,42.6384261,12.674297
2011,2011.0,Import,Georgia,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",10583.0,,32.3293809,-83.1137366,36.5748441,139.2394179
2011,2011.0,Import,Georgia,Kazakhstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",72055.0,,32.3293809,-83.1137366,48.1012954,66.7780818
2011,2011.0,Import,Georgia,Jordan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",100.0,,32.3293809,-83.1137366,31.1667049,36.941628
2011,2011.0,Import,Georgia,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",816.0,,32.3293809,-83.1137366,,
2011,2011.0,Import,Georgia,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4257.0,,32.3293809,-83.1137366,33.8750629,35.843409
2011,2011.0,Import,Georgia,Latvia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3940.0,,32.3293809,-83.1137366,56.8406494,24.7537645
2011,2011.0,Import,Georgia,Lithuania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7005.0,,32.3293809,-83.1137366,55.3500003,23.7499997
2011,2011.0,Import,Georgia,Luxembourg,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",114910.0,,32.3293809,-83.1137366,49.8158683,6.1296751
2011,2011.0,Import,Georgia,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",165610.0,,32.3293809,-83.1137366,,
2011,2011.0,Import,Georgia,Rep. of Moldova,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",143.0,,32.3293809,-83.1137366,,
2011,2011.0,Import,Georgia,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",233361.0,,32.3293809,-83.1137366,52.2434979,5.6343227
2011,2011.0,Import,Georgia,Nigeria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",25.0,,32.3293809,-83.1137366,9.6000359,7.9999721
2011,2011.0,Import,Georgia,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",8588.0,,32.3293809,-83.1137366,30.3308401,71.247499
2011,2011.0,Import,Georgia,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",471796.0,,32.3293809,-83.1137366,52.215933,19.134422
2011,2011.0,Import,Georgia,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",31.0,,32.3293809,-83.1137366,39.6621648,-8.1353519
2011,2011.0,Import,Georgia,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",11829.0,,32.3293809,-83.1137366,45.9852129,24.6859225
2011,2011.0,Import,Georgia,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",328299.0,,32.3293809,-83.1137366,64.6863136,97.7453061
2011,2011.0,Import,Georgia,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7841.0,,32.3293809,-83.1137366,25.6242618,42.3528328
2011,2011.0,Import,Georgia,Serbia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",143.0,,32.3293809,-83.1137366,44.1534121,20.55144
2011,2011.0,Import,Georgia,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3112.0,,32.3293809,-83.1137366,22.3511148,78.6677428
2011,2011.0,Import,Georgia,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3921.0,,32.3293809,-83.1137366,1.357107,103.8194992
2011,2011.0,Import,Georgia,Slovakia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1926.0,,32.3293809,-83.1137366,48.7411522,19.4528646
2011,2011.0,Import,Georgia,Viet Nam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",579.0,,32.3293809,-83.1137366,15.9266657,107.9650855
2011,2011.0,Import,Georgia,Slovenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1425.0,,32.3293809,-83.1137366,45.8133113,14.4808369
2011,2011.0,Import,Georgia,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",104885.0,,32.3293809,-83.1137366,39.3260685,-4.8379791
2011,2011.0,Import,Georgia,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",43196.0,,32.3293809,-83.1137366,59.6749712,14.5208584
2011,2011.0,Import,Georgia,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",91386.0,,32.3293809,-83.1137366,46.7985624,8.2319736
2011,2011.0,Import,Georgia,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6906.0,,32.3293809,-83.1137366,14.8971921,100.83273
2011,2011.0,Import,Georgia,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1899170.0,,32.3293809,-83.1137366,24.0002488,53.9994829
2011,2011.0,Import,Georgia,Tunisia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",22.0,,32.3293809,-83.1137366,33.8439408,9.400138
2011,2011.0,Import,Georgia,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2699245.0,,32.3293809,-83.1137366,38.9597594,34.9249653
2011,2011.0,Import,Georgia,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",551477.0,,32.3293809,-83.1137366,49.4871968,31.2718321
2011,2011.0,Import,Georgia,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",404.0,,32.3293809,-83.1137366,26.2540493,29.2675469
2011,2011.0,Import,Georgia,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",71847.0,,32.3293809,-83.1137366,54.7023545,-3.2765753
2011,2011.0,Import,Georgia,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",135837.0,,32.3293809,-83.1137366,39.7837304,-100.445882
