yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Import,Georgia,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,341910,32.3293809,-83.1137366,-16.85099460447687,133.4130365630627
2007,2007,Import,Georgia,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,235124,32.3293809,-83.1137366,37.977378106878206,73.97804075806764
2007,2007,Import,Georgia,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,19791489,32.3293809,-83.1137366,51.67568633314729,27.673469819741847
2007,2007,Import,Georgia,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,1411673,32.3293809,-83.1137366,17.925141963241547,-78.01492950057497
2007,2007,Import,Georgia,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,607996,32.3293809,-83.1137366,43.897683433510366,-100.08947125585888
2007,2007,Import,Georgia,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,4001450,32.3293809,-83.1137366,59.36075159783851,25.01346951967388
2007,2007,Import,Georgia,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,359,32.3293809,-83.1137366,25.499703063807168,75.5024015339642
2007,2007,Import,Georgia,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,60904,32.3293809,-83.1137366,40.12399607988535,20.742583178432696
2007,2007,Import,Georgia,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,373306,32.3293809,-83.1137366,26.42921218083572,52.86847103284948
2007,2007,Import,Georgia,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,4044408,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2007,2007,Import,Georgia,4,Dairy produce; birds eggs; natural honey;,World,World,31677432,32.3293809,-83.1137366,,
2007,2007,Import,Georgia,4,Dairy produce; birds eggs; natural honey;,Armenia, Armenia,444972,32.3293809,-83.1137366,,
2007,2007,Import,Georgia,4,Dairy produce; birds eggs; natural honey;,Azerbaijan, Azerbaijan,362760,32.3293809,-83.1137366,,
