yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Export,Kuwait,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",748543694.0,,29.2733964,47.4979476,-36.8535712,174.7456809
2016,2016.0,Export,Kuwait,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",130376.0,,29.2733964,47.4979476,11.8145966,42.8453061
2016,2016.0,Export,Kuwait,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9487.0,,29.2733964,47.4979476,32.3293809,-83.1137366
2016,2016.0,Export,Kuwait,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",433628.0,,29.2733964,47.4979476,51.1638175,10.4478313
2016,2016.0,Export,Kuwait,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",223389.0,,29.2733964,47.4979476,8.0300284,-1.0800271
2016,2016.0,Export,Kuwait,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",68324.0,,29.2733964,47.4979476,38.9953683,21.9877132
2016,2016.0,Export,Kuwait,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",720998.0,,29.2733964,47.4979476,22.350627,114.1849161
2016,2016.0,Export,Kuwait,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33081.0,,29.2733964,47.4979476,47.1817585,19.5060937
2016,2016.0,Export,Kuwait,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",956.0,,29.2733964,47.4979476,-2.4833826,117.8902853
2016,2016.0,Export,Kuwait,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",72856756.0,,29.2733964,47.4979476,32.6475314,54.5643516
2016,2016.0,Export,Kuwait,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",61145141.0,,29.2733964,47.4979476,33.0955793,44.1749775
2016,2016.0,Export,Kuwait,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26061.0,,29.2733964,47.4979476,42.6384261,12.674297
2016,2016.0,Export,Kuwait,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28453.0,,29.2733964,47.4979476,36.5748441,139.2394179
2016,2016.0,Export,Kuwait,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17838309.0,,29.2733964,47.4979476,31.1667049,36.941628
2016,2016.0,Export,Kuwait,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43542.0,,29.2733964,47.4979476,1.4419683,38.4313975
2016,2016.0,Export,Kuwait,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",85202.0,,29.2733964,47.4979476,,
2016,2016.0,Export,Kuwait,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1924131.0,,29.2733964,47.4979476,33.8750629,35.843409
2016,2016.0,Export,Kuwait,Lesotho,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13232.0,,29.2733964,47.4979476,-29.6039267,28.3350193
2016,2016.0,Export,Kuwait,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",110669.0,,29.2733964,47.4979476,26.8234472,18.1236723
2016,2016.0,Export,Kuwait,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34736.0,,29.2733964,47.4979476,55.3500003,23.7499997
2016,2016.0,Export,Kuwait,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",37945.0,,29.2733964,47.4979476,4.5693754,102.2656823
2016,2016.0,Export,Kuwait,Maldives,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2894.0,,29.2733964,47.4979476,3.7203503,73.2244152
2016,2016.0,Export,Kuwait,Malta,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",562.0,,29.2733964,47.4979476,35.8885993,14.4476911
2016,2016.0,Export,Kuwait,Mauritania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",62855.0,,29.2733964,47.4979476,20.2540382,-9.2399263
2016,2016.0,Export,Kuwait,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",68191.0,,29.2733964,47.4979476,,
2016,2016.0,Export,Kuwait,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",70295.0,,29.2733964,47.4979476,31.1728205,-7.3362482
2016,2016.0,Export,Kuwait,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1811539.0,,29.2733964,47.4979476,21.0000287,57.0036901
2016,2016.0,Export,Kuwait,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",211383.0,,29.2733964,47.4979476,52.2434979,5.6343227
2016,2016.0,Export,Kuwait,Niger,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",68168.0,,29.2733964,47.4979476,17.7356214,9.3238432
2016,2016.0,Export,Kuwait,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",363809.0,,29.2733964,47.4979476,9.6000359,7.9999721
2016,2016.0,Export,Kuwait,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",272784.0,,29.2733964,47.4979476,30.3308401,71.247499
2016,2016.0,Export,Kuwait,Peru,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13232.0,,29.2733964,47.4979476,-6.8699697,-75.0458515
2016,2016.0,Export,Kuwait,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",78467.0,,29.2733964,47.4979476,12.7503486,122.7312101
2016,2016.0,Export,Kuwait,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",75522.0,,29.2733964,47.4979476,52.215933,19.134422
2016,2016.0,Export,Kuwait,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38242.0,,29.2733964,47.4979476,39.6621648,-8.1353519
2016,2016.0,Export,Kuwait,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18584748.0,,29.2733964,47.4979476,25.3336984,51.2295295
2016,2016.0,Export,Kuwait,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",65151.0,,29.2733964,47.4979476,45.9852129,24.6859225
2016,2016.0,Export,Kuwait,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",164444381.0,,29.2733964,47.4979476,64.6863136,97.7453061
2016,2016.0,Export,Kuwait,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",170209694.0,,29.2733964,47.4979476,25.6242618,42.3528328
2016,2016.0,Export,Kuwait,Senegal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",105782.0,,29.2733964,47.4979476,14.4750607,-14.4529612
2016,2016.0,Export,Kuwait,Sierra Leone,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",60540.0,,29.2733964,47.4979476,8.6400349,-11.8400269
2016,2016.0,Export,Kuwait,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1194378.0,,29.2733964,47.4979476,22.3511148,78.6677428
2016,2016.0,Export,Kuwait,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4016900.0,,29.2733964,47.4979476,1.357107,103.8194992
2016,2016.0,Export,Kuwait,Slovakia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20904.0,,29.2733964,47.4979476,48.7411522,19.4528646
2016,2016.0,Export,Kuwait,Viet Nam,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1965069.0,,29.2733964,47.4979476,15.9266657,107.9650855
2016,2016.0,Export,Kuwait,Somalia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",69075.0,,29.2733964,47.4979476,8.3676771,49.083416
2016,2016.0,Export,Kuwait,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24967732.0,,29.2733964,47.4979476,-28.8166236,24.991639
2016,2016.0,Export,Kuwait,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",136046.0,,29.2733964,47.4979476,39.3260685,-4.8379791
2016,2016.0,Export,Kuwait,Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",858378.0,,29.2733964,47.4979476,14.5844444,29.4917691
2016,2016.0,Export,Kuwait,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1270.0,,29.2733964,47.4979476,59.6749712,14.5208584
2016,2016.0,Export,Kuwait,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",66163.0,,29.2733964,47.4979476,46.7985624,8.2319736
2016,2016.0,Export,Kuwait,Syria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",260113.0,,29.2733964,47.4979476,34.6401861,39.0494106
2016,2016.0,Export,Kuwait,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12164.0,,29.2733964,47.4979476,14.8971921,100.83273
2016,2016.0,Export,Kuwait,Togo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8270.0,,29.2733964,47.4979476,8.7800265,1.0199765
2016,2016.0,Export,Kuwait,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",65328166.0,,29.2733964,47.4979476,24.0002488,53.9994829
2016,2016.0,Export,Kuwait,Tunisia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1185274.0,,29.2733964,47.4979476,33.8439408,9.400138
2016,2016.0,Export,Kuwait,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20520.0,,29.2733964,47.4979476,38.9597594,34.9249653
2016,2016.0,Export,Kuwait,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",190237.0,,29.2733964,47.4979476,49.4871968,31.2718321
2016,2016.0,Export,Kuwait,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13464927.0,,29.2733964,47.4979476,26.2540493,29.2675469
2016,2016.0,Export,Kuwait,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22390278.0,,29.2733964,47.4979476,54.7023545,-3.2765753
2016,2016.0,Export,Kuwait,Free Zones,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",51912124.0,,29.2733964,47.4979476,5.57675525,-0.1653113957934536
2016,2016.0,Export,Kuwait,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1358693.0,,29.2733964,47.4979476,39.7837304,-100.445882
2016,2016.0,Export,Kuwait,Venezuela,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",127901.0,,29.2733964,47.4979476,8.0018709,-66.1109318
2016,2016.0,Export,Kuwait,Yemen,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2185495.0,,29.2733964,47.4979476,16.3471243,47.8915271
