yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Re-Export,Jordan,World,25.0,Salt; sulfur; earths and stone; plastering materials,7005772.0,,31.1667049,36.941628,-36.8535712,174.7456809
2006,2006.0,Re-Export,Jordan,Iraq,25.0,Salt; sulfur; earths and stone; plastering materials,104703.0,,31.1667049,36.941628,33.0955793,44.1749775
2006,2006.0,Re-Export,Jordan,Israel,25.0,Salt; sulfur; earths and stone; plastering materials,5675.0,,31.1667049,36.941628,30.8124247,34.8594762
2006,2006.0,Re-Export,Jordan,Lebanon,25.0,Salt; sulfur; earths and stone; plastering materials,2282.0,,31.1667049,36.941628,33.8750629,35.843409
2006,2006.0,Re-Export,Jordan,Fmr Sudan,25.0,Salt; sulfur; earths and stone; plastering materials,62412.0,,31.1667049,36.941628,18.046398,34.41288
2006,2006.0,Re-Export,Jordan,Egypt,25.0,Salt; sulfur; earths and stone; plastering materials,12905.0,,31.1667049,36.941628,26.2540493,29.2675469
2006,2006.0,Re-Export,Jordan,Free Zones,25.0,Salt; sulfur; earths and stone; plastering materials,6817795.0,,31.1667049,36.941628,5.57675525,-0.1653113957934536
