yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Israel,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,1879000,30.8124247,34.8594762,37.977378106878206,73.97804075806764
2011,2011,Import,Israel,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,174000,30.8124247,34.8594762,51.67568633314729,27.673469819741847
2011,2011,Import,Israel,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,218000,30.8124247,34.8594762,43.897683433510366,-100.08947125585888
2011,2011,Import,Israel,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,592000,30.8124247,34.8594762,59.36075159783851,25.01346951967388
2011,2011,Import,Israel,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,66000,30.8124247,34.8594762,40.12399607988535,20.742583178432696
2011,2011,Import,Israel,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,745000,30.8124247,34.8594762,26.42921218083572,52.86847103284948
2011,2011,Import,Israel,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,691000,30.8124247,34.8594762,47.92172048214207,7.866753258497997
2011,2011,Import,Israel,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,4513000,30.8124247,34.8594762,,
