rtTitle,Subregion,rgDesc,TradeValue
Algeria,Afghanistan,Import,51994
Algeria,Algeria,Import,773769
Algeria,Algeria,Re-Import,773769
Algeria,Armenia,Import,40
Algeria,Azerbaijan,Import,36
Algeria,Bahrain,Import,12386145
Algeria,Comoros,Import,7663
Algeria,Cyprus,Export,8492914
Algeria,Cyprus,Import,4365919
Algeria,Georgia,Import,1641088
Algeria,Iraq,Export,36987829
Algeria,Jordan,Export,21874462
Algeria,Jordan,Import,30487319
Algeria,Kuwait,Export,1861963
Algeria,Kuwait,Import,1917023
Algeria,Lebanon,Export,7995151
Algeria,Lebanon,Import,17438194
Algeria,Libya,Export,562222
Algeria,Libya,Import,3245832
Algeria,Malta,Export,17119782
Algeria,Malta,Import,453244
Algeria,Mauritania,Export,12464361
Algeria,Mauritania,Import,3292849
Algeria,Morocco,Export,175376733
Algeria,Morocco,Import,6096683
Algeria,Oman,Export,1500
Algeria,Oman,Import,895900
Algeria,Pakistan,Export,39097
Algeria,Pakistan,Import,1838760
Algeria,Qatar,Import,20
Algeria,Saudi Arabia,Export,16122712
Algeria,Saudi Arabia,Import,37523218
Algeria,United Arab Emirates,Export,112793393
Algeria,United Arab Emirates,Import,22816659
Algeria,Yemen,Import,208431
