yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2020,2020,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,137
2020,2020,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,14881
2020,2020,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,5457
2020,2020,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3392
2020,2020,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,23870
