rtTitle,Subregion,rgDesc,TradeValue
Fmr Sudan,Algeria,Export,805201
Fmr Sudan,Algeria,Import,24436
Fmr Sudan,Bahrain,Export,37060
Fmr Sudan,Bahrain,Import,3911067
Fmr Sudan,Bahrain,Re-Export,20319
Fmr Sudan,Comoros,Import,36623
Fmr Sudan,Cyprus,Export,263189
Fmr Sudan,Cyprus,Import,17601718
Fmr Sudan,Cyprus,Re-Export,1020
Fmr Sudan,Djibouti,Export,15771
Fmr Sudan,Djibouti,Re-Export,15771
Fmr Sudan,Jordan,Export,9497250
Fmr Sudan,Jordan,Import,37405274
Fmr Sudan,Jordan,Re-Export,1139900
Fmr Sudan,Kuwait,Export,509065
Fmr Sudan,Kuwait,Import,10395679
Fmr Sudan,Kuwait,Re-Export,6072
Fmr Sudan,Lebanon,Export,22548024
Fmr Sudan,Lebanon,Import,9873361
Fmr Sudan,Lebanon,Re-Export,7379
Fmr Sudan,Libya,Export,1462186
Fmr Sudan,Libya,Import,42747
Fmr Sudan,Libya,Re-Export,120723
Fmr Sudan,Malta,Import,447359
Fmr Sudan,Morocco,Export,1150525
Fmr Sudan,Morocco,Import,212178
Fmr Sudan,Morocco,Re-Export,1150525
Fmr Sudan,Oman,Export,1620464
Fmr Sudan,Oman,Import,6972921
Fmr Sudan,Oman,Re-Export,1581562
Fmr Sudan,Pakistan,Export,8767370
Fmr Sudan,Pakistan,Import,18352161
Fmr Sudan,Qatar,Export,1757984
Fmr Sudan,Qatar,Import,1154540
Fmr Sudan,Qatar,Re-Export,462265
Fmr Sudan,Saudi Arabia,Export,249930604
Fmr Sudan,Saudi Arabia,Import,438968189
Fmr Sudan,Saudi Arabia,Re-Export,78317812
Fmr Sudan,United Arab Emirates,Export,78430243
Fmr Sudan,United Arab Emirates,Import,285995831
Fmr Sudan,United Arab Emirates,Re-Export,20612278
Fmr Sudan,Yemen,Export,3167775
Fmr Sudan,Yemen,Import,8515571
