yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Australia and New Zealand,Oceania,2366845,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Central Asia,Asia,7851040,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Asia,Asia,12482716,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Europe,Europe,203389486,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Egypt,Egypt,7065732,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Latin America and the Caribbean,Americas,2920229,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern America,Americas,10711233,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern Europe,Europe,49810244,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,South-eastern Asia,Asia,1638116,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Southern Asia,Asia,33252159,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Southern Europe,Europe,38161791,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Sub-Saharan Africa,Africa,4763548,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Tunisia,Tunisia,3376889,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Asia,Asia,3971003,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Europe,Europe,49952960,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,479464791,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Afghanistan, Afghanistan,920,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Algeria, Algeria,5411958,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Azerbaijan, Azerbaijan,1005783,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Bahrain, Bahrain,49262,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Cyprus, Cyprus,388537,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Georgia, Georgia,1576696,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Iraq, Iraq,2368032,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Israel, Israel,4423047,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Jordan, Jordan,2541887,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Kuwait, Kuwait,1684029,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Lebanon, Lebanon,5634251,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Libya, Libya,2182440,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Malta, Malta,101232,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Mauritania, Mauritania,555526,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Morocco, Morocco,3868857,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Oman, Oman,37338,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Pakistan, Pakistan,414954,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Qatar, Qatar,321791,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Saudi Arabia, Saudi Arabia,5786670,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, State of Palestine, State of Palestine,226643,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, United Arab Emirates, United Arab Emirates,2901155,38.9597594,34.9249653,,
2010,2010,Export,Turkey,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Yemen, Yemen,626436,38.9597594,34.9249653,,
