yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,4,32.3293809,-83.1137366,39.89317229901691,61.060280637304274
2013,2013,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,3,32.3293809,-83.1137366,59.36075159783851,25.01346951967388
2013,2013,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,3216,32.3293809,-83.1137366,25.499703063807168,75.5024015339642
2013,2013,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,12024,32.3293809,-83.1137366,26.42921218083572,52.86847103284948
2013,2013,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,27,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2013,2013,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,162098,32.3293809,-83.1137366,,
