yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2019,2019,Import,Saudi Arabia,Malaysia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",185604,,,4.5693754,102.2656823
2019,2019,Import,Saudi Arabia,Mauritania,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1236163,,,20.2540382,-9.2399263
2019,2019,Import,Saudi Arabia,Mexico,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6712877,,,23.6585116,-102.0077097
2019,2019,Import,Saudi Arabia,"Other Asia, nes",82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10196061,,,,
2019,2019,Import,Saudi Arabia,Morocco,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",194056,,,31.1728205,-7.3362482
2019,2019,Import,Saudi Arabia,Oman,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11370,,,21.0000287,57.0036901
2019,2019,Import,Saudi Arabia,Netherlands,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2161311,,,52.2434979,5.6343227
2019,2019,Import,Saudi Arabia,Aruba,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14044,,,,
2019,2019,Import,Saudi Arabia,New Zealand,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5522,,,-41.5000831,172.8344077
2019,2019,Import,Saudi Arabia,Norway,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1555867,,,60.5000209,9.0999715
2019,2019,Import,Saudi Arabia,Pakistan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4902419,,,30.3308401,71.247499
2019,2019,Import,Saudi Arabia,Philippines,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",227986,,,12.7503486,122.7312101
2019,2019,Import,Saudi Arabia,Poland,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",44737488,,,52.215933,19.134422
2019,2019,Import,Saudi Arabia,Portugal,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1304140,,,39.6621648,-8.1353519
2019,2019,Import,Saudi Arabia,Romania,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",185223,,,45.9852129,24.6859225
2019,2019,Import,Saudi Arabia,Russian Federation,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2595038,,,64.6863136,97.7453061
2019,2019,Import,Saudi Arabia,Serbia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",76651,,,44.1534121,20.55144
2019,2019,Import,Saudi Arabia,India,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10172271,,,22.3511148,78.6677428
2019,2019,Import,Saudi Arabia,Singapore,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6672599,,,1.357107,103.8194992
2019,2019,Import,Saudi Arabia,Slovakia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",105312,,,48.7411522,19.4528646
2019,2019,Import,Saudi Arabia,Viet Nam,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2408810,,,15.9266657,107.9650855
2019,2019,Import,Saudi Arabia,Slovenia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2171123,,,45.8133113,14.4808369
2019,2019,Import,Saudi Arabia,South Africa,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5140421,,,-28.8166236,24.991639
2019,2019,Import,Saudi Arabia,Spain,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4768530,,,39.3260685,-4.8379791
2019,2019,Import,Saudi Arabia,Suriname,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5553,,,4.1413025,-56.0771187
2019,2019,Import,Saudi Arabia,Sweden,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2556013,,,59.6749712,14.5208584
2019,2019,Import,Saudi Arabia,Switzerland,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3364316,,,46.7985624,8.2319736
2019,2019,Import,Saudi Arabia,Syria,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",173139,,,34.6401861,39.0494106
2019,2019,Import,Saudi Arabia,Thailand,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1875777,,,14.8971921,100.83273
2019,2019,Import,Saudi Arabia,Trinidad and Tobago,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",21378,,,,
2019,2019,Import,Saudi Arabia,United Arab Emirates,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",12965371,,,24.0002488,53.9994829
2019,2019,Import,Saudi Arabia,Turkey,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2813288,,,38.9597594,34.9249653
2019,2019,Import,Saudi Arabia,Ukraine,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",20617,,,49.4871968,31.2718321
2019,2019,Import,Saudi Arabia,North Macedonia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13100,,,,
2019,2019,Import,Saudi Arabia,Egypt,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",359347,,,26.2540493,29.2675469
2019,2019,Import,Saudi Arabia,United Kingdom,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13740834,,,54.7023545,-3.2765753
2019,2019,Import,Saudi Arabia,USA,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",152924549,,,,
2019,2019,Import,Saudi Arabia,Yemen,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7480,,,16.3471243,47.8915271
2019,2019,Import,Saudi Arabia,"Areas, nes",82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",616991,,,,
2020,2020,Import,Saudi Arabia,World,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",538895020,,,-36.8535712,174.7456809
2020,2020,Import,Saudi Arabia,Azerbaijan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",35565,,,40.3936294,47.7872508
2020,2020,Import,Saudi Arabia,Argentina,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",54862,,,-34.9964963,-64.9672817
2020,2020,Import,Saudi Arabia,Australia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1025419,,,-24.7761086,134.755
2020,2020,Import,Saudi Arabia,Austria,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2332437,,,47.59397,14.12456
2020,2020,Import,Saudi Arabia,Bahrain,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",583145,,,26.1551249,50.5344606
2020,2020,Import,Saudi Arabia,Bangladesh,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",104699,,,24.4769288,90.2934413
2020,2020,Import,Saudi Arabia,Belgium,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",896671,,,50.6402809,4.6667145
2020,2020,Import,Saudi Arabia,Bolivia (Plurinational State of),82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7312,,,,
2020,2020,Import,Saudi Arabia,Brazil,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4726133,,,-10.3333333,-53.2
2020,2020,Import,Saudi Arabia,Bulgaria,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",35200,,,42.6073975,25.4856617
2020,2020,Import,Saudi Arabia,Belarus,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",31008,,,53.4250605,27.6971358
2020,2020,Import,Saudi Arabia,Canada,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",9694695,,,61.0666922,-107.991707
2020,2020,Import,Saudi Arabia,Sri Lanka,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",137435,,,7.5554942,80.7137847
2020,2020,Import,Saudi Arabia,Chile,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",37812,,,-31.7613365,-71.3187697
2020,2020,Import,Saudi Arabia,China,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",116627606,,,35.000074,104.999927
2020,2020,Import,Saudi Arabia,Colombia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5674,,,4.099917,-72.9088133
2020,2020,Import,Saudi Arabia,Cyprus,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2753,,,34.9823018,33.1451285
2020,2020,Import,Saudi Arabia,Czechia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",857375,,,,
2020,2020,Import,Saudi Arabia,Denmark,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",523326,,,55.670249,10.3333283
2020,2020,Import,Saudi Arabia,Finland,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",879154,,,63.2467777,25.9209164
2020,2020,Import,Saudi Arabia,France,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11854657,,,46.603354,1.8883335
2020,2020,Import,Saudi Arabia,Germany,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",36750169,,,51.1638175,10.4478313
2020,2020,Import,Saudi Arabia,Ghana,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",21924,,,8.0300284,-1.0800271
2020,2020,Import,Saudi Arabia,Greece,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",211939,,,38.9953683,21.9877132
2020,2020,Import,Saudi Arabia,"China, Hong Kong SAR",82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",39854,,,22.350627,114.1849161
2020,2020,Import,Saudi Arabia,Hungary,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",351878,,,47.1817585,19.5060937
2020,2020,Import,Saudi Arabia,Indonesia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",214991,,,-2.4833826,117.8902853
2020,2020,Import,Saudi Arabia,Iraq,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,,,33.0955793,44.1749775
2020,2020,Import,Saudi Arabia,Ireland,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1905969,,,52.865196,-7.9794599
2020,2020,Import,Saudi Arabia,Italy,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",36412615,,,42.6384261,12.674297
2020,2020,Import,Saudi Arabia,Japan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",17587960,,,36.5748441,139.2394179
2020,2020,Import,Saudi Arabia,Kazakhstan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5722,,,48.1012954,66.7780818
2020,2020,Import,Saudi Arabia,Jordan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",266369,,,31.1667049,36.941628
2020,2020,Import,Saudi Arabia,Rep. of Korea,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13398921,,,,
2020,2020,Import,Saudi Arabia,Kuwait,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",126046,,,29.2733964,47.4979476
2020,2020,Import,Saudi Arabia,Lao People's Dem. Rep.,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15200,,,,
2020,2020,Import,Saudi Arabia,Lebanon,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",194934,,,33.8750629,35.843409
2020,2020,Import,Saudi Arabia,Latvia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7921,,,56.8406494,24.7537645
2020,2020,Import,Saudi Arabia,Lithuania,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7908,,,55.3500003,23.7499997
2020,2020,Import,Saudi Arabia,Luxembourg,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",75816,,,,
2020,2020,Import,Saudi Arabia,Malaysia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",349475,,,4.5693754,102.2656823
2020,2020,Import,Saudi Arabia,Malta,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6313,,,35.8885993,14.4476911
2020,2020,Import,Saudi Arabia,Mauritania,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13101,,,20.2540382,-9.2399263
2020,2020,Import,Saudi Arabia,Mexico,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6734659,,,23.6585116,-102.0077097
2020,2020,Import,Saudi Arabia,"Other Asia, nes",82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",12853005,,,,
2020,2020,Import,Saudi Arabia,Morocco,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",91915,,,31.1728205,-7.3362482
2020,2020,Import,Saudi Arabia,Oman,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",105329,,,21.0000287,57.0036901
2020,2020,Import,Saudi Arabia,Netherlands,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2804158,,,52.2434979,5.6343227
2020,2020,Import,Saudi Arabia,New Zealand,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",48953,,,-41.5000831,172.8344077
2020,2020,Import,Saudi Arabia,"Other Europe, nes",82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",576800,,,,
2020,2020,Import,Saudi Arabia,Norway,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5035152,,,60.5000209,9.0999715
2020,2020,Import,Saudi Arabia,N. Mariana Isds,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15200,,,,
2020,2020,Import,Saudi Arabia,Pakistan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4512326,,,30.3308401,71.247499
2020,2020,Import,Saudi Arabia,Poland,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",54359702,,,52.215933,19.134422
2020,2020,Import,Saudi Arabia,Portugal,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",979168,,,39.6621648,-8.1353519
2020,2020,Import,Saudi Arabia,Romania,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",462103,,,45.9852129,24.6859225
2020,2020,Import,Saudi Arabia,Russian Federation,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2455774,,,64.6863136,97.7453061
2020,2020,Import,Saudi Arabia,Serbia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",22122,,,44.1534121,20.55144
2020,2020,Import,Saudi Arabia,India,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11275738,,,22.3511148,78.6677428
2020,2020,Import,Saudi Arabia,Singapore,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3523714,,,1.357107,103.8194992
2020,2020,Import,Saudi Arabia,Slovakia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",32392,,,48.7411522,19.4528646
2020,2020,Import,Saudi Arabia,Viet Nam,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1873368,,,15.9266657,107.9650855
2020,2020,Import,Saudi Arabia,Slovenia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2204033,,,45.8133113,14.4808369
2020,2020,Import,Saudi Arabia,South Africa,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3436886,,,-28.8166236,24.991639
2020,2020,Import,Saudi Arabia,Spain,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5011026,,,39.3260685,-4.8379791
2020,2020,Import,Saudi Arabia,Eswatini,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",23114,,,,
2020,2020,Import,Saudi Arabia,Sweden,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4849269,,,59.6749712,14.5208584
2020,2020,Import,Saudi Arabia,Switzerland,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2509403,,,46.7985624,8.2319736
2020,2020,Import,Saudi Arabia,Syria,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",41913,,,34.6401861,39.0494106
2020,2020,Import,Saudi Arabia,Thailand,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1714726,,,14.8971921,100.83273
2020,2020,Import,Saudi Arabia,United Arab Emirates,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6133197,,,24.0002488,53.9994829
2020,2020,Import,Saudi Arabia,Turkey,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2618679,,,38.9597594,34.9249653
2020,2020,Import,Saudi Arabia,Ukraine,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",51236,,,49.4871968,31.2718321
2020,2020,Import,Saudi Arabia,Egypt,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",544009,,,26.2540493,29.2675469
2020,2020,Import,Saudi Arabia,United Kingdom,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",18601788,,,54.7023545,-3.2765753
2020,2020,Import,Saudi Arabia,USA,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",124960363,,,,
2020,2020,Import,Saudi Arabia,Yemen,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7600,,,16.3471243,47.8915271
