yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2001,2001,Import,Cyprus,73,Articles of iron or steel,Australia and New Zealand,Oceania,24846
2001,2001,Import,Cyprus,73,Articles of iron or steel,Central Asia,Asia,16
2001,2001,Import,Cyprus,73,Articles of iron or steel,Eastern Asia,Asia,5693030
2001,2001,Import,Cyprus,73,Articles of iron or steel,Eastern Europe,Europe,2402905
2001,2001,Import,Cyprus,73,Articles of iron or steel,Latin America and the Caribbean,Americas,73767
2001,2001,Import,Cyprus,73,Articles of iron or steel,Northern Africa,Africa,148141
2001,2001,Import,Cyprus,73,Articles of iron or steel,Northern America,Americas,1516750
2001,2001,Import,Cyprus,73,Articles of iron or steel,Northern Europe,Europe,7386748
2001,2001,Import,Cyprus,73,Articles of iron or steel,South-eastern Asia,Asia,291318
2001,2001,Import,Cyprus,73,Articles of iron or steel,Southern Asia,Asia,42988
2001,2001,Import,Cyprus,73,Articles of iron or steel,Southern Europe,Europe,24698981
2001,2001,Import,Cyprus,73,Articles of iron or steel,Sub-Saharan Africa,Africa,127238
2001,2001,Import,Cyprus,73,Articles of iron or steel,Western Asia,Asia,58265
2001,2001,Import,Cyprus,73,Articles of iron or steel,Western Europe,Europe,8152638
2001,2001,Import,Cyprus,73,Articles of iron or steel,World,World,54588570
