yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,1240,21.0000287,57.0036901,-16.85099460447687,133.4130365630627
2014,2014,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,1300,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2014,2014,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,41750,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2014,2014,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,217378,21.0000287,57.0036901,,
2014,2014,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,2431,21.0000287,57.0036901,,
2014,2014,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,13602,21.0000287,57.0036901,,
2014,2014,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,45315,21.0000287,57.0036901,,
2014,2014,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,111737,21.0000287,57.0036901,,
