yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Re-Import,Pakistan,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,83593.0,,30.3308401,71.247499,-36.8535712,174.7456809
2005,2005.0,Re-Import,Pakistan,China,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,8152.0,,30.3308401,71.247499,35.000074,104.999927
2005,2005.0,Re-Import,Pakistan,Neth. Antilles,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,1208.0,,30.3308401,71.247499,,
2005,2005.0,Re-Import,Pakistan,United Kingdom,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,26159.0,,30.3308401,71.247499,54.7023545,-3.2765753
2005,2005.0,Re-Import,Pakistan,USA,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,48074.0,,30.3308401,71.247499,39.7837304,-100.445882
