yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Export,Armenia,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,25044.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2008,2008.0,Export,Armenia,France,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,4845.0,,40.7696272,44.6736646,46.603354,1.8883335
2008,2008.0,Export,Armenia,Germany,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,100.0,,40.7696272,44.6736646,51.1638175,10.4478313
2008,2008.0,Export,Armenia,Russian Federation,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,4439.0,,40.7696272,44.6736646,64.6863136,97.7453061
2008,2008.0,Export,Armenia,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,6007.0,,40.7696272,44.6736646,24.0002488,53.9994829
2008,2008.0,Export,Armenia,USA,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,9654.0,,40.7696272,44.6736646,39.7837304,-100.445882
