rtTitle,Subregion,rgDesc,TradeValue
Mauritania,Algeria,Export,2448130
Mauritania,Algeria,Import,12902695
Mauritania,Bahrain,Import,51912
Mauritania,Cyprus,Import,88547
Mauritania,Djibouti,Import,4675
Mauritania,Jordan,Import,35580
Mauritania,Lebanon,Export,73648
Mauritania,Lebanon,Import,15038
Mauritania,Malta,Import,99790
Mauritania,Morocco,Export,57193
Mauritania,Morocco,Import,6570899
Mauritania,Pakistan,Export,4842953
Mauritania,Pakistan,Import,167386
Mauritania,Qatar,Import,24256
Mauritania,Saudi Arabia,Import,1631163
Mauritania,United Arab Emirates,Import,2764020
Mauritania,Yemen,Import,1733
