yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2014,2014,Re-Import,Georgia,72,Iron and steel,Eastern Europe,Europe,24789
2014,2014,Re-Import,Georgia,72,Iron and steel,Western Asia,Asia,24000
2014,2014,Re-Import,Georgia,72,Iron and steel,World,World,48789
